step,method,source_method,mean_energy_per_site,standard_error_of_mean,n_independent_runs
965,Row-Update,mps2,-1.33693457,9.47818425e-05,100
965,Hybrid,mixture2,-1.33688197,8.74925354e-05,100
966,Metropolis,metropolis,-1.33598815,3.74676400e-04,100
966,Row-Update,mps2,-1.33692759,9.34841666e-05,100
966,Hybrid,mixture2,-1.33687825,8.77335647e-05,100
967,Metropolis,metropolis,-1.33597823,3.74926162e-04,100
967,Row-Update,mps2,-1.33693055,9.71693082e-05,100
967,Hybrid,mixture2,-1.33691113,8.66456936e-05,100
968,Metropolis,metropolis,-1.33599899,3.75011373e-04,100
968,Row-Update,mps2,-1.33692080,9.88530700e-05,100
968,Hybrid,mixture2,-1.33690400,8.71404584e-05,100
969,Metropolis,metropolis,-1.33598414,3.74536176e-04,100
969,Row-Update,mps2,-1.33693261,9.31862081e-05,100
969,Hybrid,mixture2,-1.33691638,8.63085154e-05,100
970,Metropolis,metropolis,-1.33598822,3.77871104e-04,100
970,Row-Update,mps2,-1.33695105,8.90134105e-05,100
970,Hybrid,mixture2,-1.33690815,8.59299955e-05,100
971,Metropolis,metropolis,-1.33601620,3.75462710e-04,100
971,Row-Update,mps2,-1.33694478,8.93561477e-05,100
971,Hybrid,mixture2,-1.33691711,8.54111141e-05,100
972,Metropolis,metropolis,-1.33598538,3.75395184e-04,100
972,Row-Update,mps2,-1.33692458,9.25053815e-05,100
972,Hybrid,mixture2,-1.33688836,9.33025865e-05,100
973,Metropolis,metropolis,-1.33597665,3.74643882e-04,100
973,Row-Update,mps2,-1.33694000,9.23405005e-05,100
973,Hybrid,mixture2,-1.33691612,8.89863149e-05,100
974,Metropolis,metropolis,-1.33598563,3.74052894e-04,100
974,Row-Update,mps2,-1.33695192,9.05190012e-05,100
974,Hybrid,mixture2,-1.33689384,8.73834647e-05,100
975,Metropolis,metropolis,-1.33594920,3.75505122e-04,100
975,Row-Update,mps2,-1.33694273,9.07424963e-05,100
975,Hybrid,mixture2,-1.33691003,8.49946286e-05,100
976,Metropolis,metropolis,-1.33596603,3.74528112e-04,100
976,Row-Update,mps2,-1.33693955,9.04993825e-05,100
976,Hybrid,mixture2,-1.33691219,8.71641001e-05,100
977,Metropolis,metropolis,-1.33599943,3.74955892e-04,100
977,Row-Update,mps2,-1.33696136,8.95756760e-05,100
977,Hybrid,mixture2,-1.33693351,8.65705551e-05,100
978,Metropolis,metropolis,-1.33596322,3.74716097e-04,100
978,Row-Update,mps2,-1.33696609,8.79610569e-05,100
978,Hybrid,mixture2,-1.33690444,8.74503037e-05,100
979,Metropolis,metropolis,-1.33598220,3.74474217e-04,100
979,Row-Update,mps2,-1.33695489,8.83125252e-05,100
979,Hybrid,mixture2,-1.33692394,8.67433475e-05,100
980,Metropolis,metropolis,-1.33598888,3.74823543e-04,100
980,Row-Update,mps2,-1.33694603,8.87814873e-05,100
980,Hybrid,mixture2,-1.33691357,8.77514323e-05,100
981,Metropolis,metropolis,-1.33599170,3.74828841e-04,100
981,Row-Update,mps2,-1.33695597,8.87431986e-05,100
981,Hybrid,mixture2,-1.33692747,8.73726077e-05,100
982,Metropolis,metropolis,-1.33598909,3.75022611e-04,100
982,Row-Update,mps2,-1.33692275,9.16650443e-05,100
982,Hybrid,mixture2,-1.33691844,8.61610626e-05,100
983,Metropolis,metropolis,-1.33594865,3.74893819e-04,100
983,Row-Update,mps2,-1.33692303,9.63516537e-05,100
983,Hybrid,mixture2,-1.33690908,8.55301721e-05,100
984,Metropolis,metropolis,-1.33597166,3.74920900e-04,100
984,Row-Update,mps2,-1.33692118,9.62177864e-05,100
984,Hybrid,mixture2,-1.33691415,8.87298868e-05,100
985,Metropolis,metropolis,-1.33594990,3.79492065e-04,100
985,Row-Update,mps2,-1.33693536,9.63793204e-05,100
985,Hybrid,mixture2,-1.33690515,9.04973840e-05,100
986,Metropolis,metropolis,-1.33597402,3.76273806e-04,100
986,Row-Update,mps2,-1.33693582,9.59224638e-05,100
986,Hybrid,mixture2,-1.33691254,8.53856079e-05,100
987,Metropolis,metropolis,-1.33596918,3.79037724e-04,100
987,Row-Update,mps2,-1.33694802,9.45862959e-05,100
987,Hybrid,mixture2,-1.33695039,8.81781037e-05,100
988,Metropolis,metropolis,-1.33599046,3.75331741e-04,100
988,Row-Update,mps2,-1.33693358,8.99977830e-05,100
988,Hybrid,mixture2,-1.33691375,8.80266090e-05,100
989,Metropolis,metropolis,-1.33595339,3.75940922e-04,100
989,Row-Update,mps2,-1.33696900,9.03376699e-05,100
989,Hybrid,mixture2,-1.33693571,8.87209229e-05,100
990,Metropolis,metropolis,-1.33596369,3.75014122e-04,100
990,Row-Update,mps2,-1.33696099,9.26613718e-05,100
990,Hybrid,mixture2,-1.33691618,8.75525603e-05,100
991,Metropolis,metropolis,-1.33597553,3.76090863e-04,100
991,Row-Update,mps2,-1.33694847,9.45636697e-05,100
991,Hybrid,mixture2,-1.33692265,8.70755565e-05,100
992,Metropolis,metropolis,-1.33598448,3.75491782e-04,100
992,Row-Update,mps2,-1.33693469,9.75753759e-05,100
992,Hybrid,mixture2,-1.33692189,8.79841816e-05,100
993,Metropolis,metropolis,-1.33598421,3.76675071e-04,100
993,Row-Update,mps2,-1.33694847,9.33822107e-05,100
993,Hybrid,mixture2,-1.33691343,8.88501834e-05,100
994,Metropolis,metropolis,-1.33597085,3.75357479e-04,100
994,Row-Update,mps2,-1.33692503,1.00281114e-04,100
994,Hybrid,mixture2,-1.33693735,8.65266390e-05,100
995,Metropolis,metropolis,-1.33599021,3.76239551e-04,100
995,Row-Update,mps2,-1.33692780,9.74435822e-05,100
995,Hybrid,mixture2,-1.33693508,8.80498416e-05,100
996,Metropolis,metropolis,-1.33597621,3.75617316e-04,100
996,Row-Update,mps2,-1.33692046,9.53343781e-05,100
996,Hybrid,mixture2,-1.33692555,8.64601633e-05,100
997,Metropolis,metropolis,-1.33597471,3.75026039e-04,100
997,Row-Update,mps2,-1.33696219,9.30596999e-05,100
997,Hybrid,mixture2,-1.33689956,8.93846014e-05,100
998,Metropolis,metropolis,-1.33597757,3.75770989e-04,100
998,Row-Update,mps2,-1.33692961,9.61346185e-05,100
998,Hybrid,mixture2,-1.33691276,8.92588751e-05,100
999,Metropolis,metropolis,-1.33597913,3.74442753e-04,100
999,Row-Update,mps2,-1.33694998,9.21862834e-05,100
999,Hybrid,mixture2,-1.33691417,8.68960443e-05,100
1000,Metropolis,metropolis,-1.33597968,3.74812799e-04,100
1000,Row-Update,mps2,-1.33695269,8.69299794e-05,100
1000,Hybrid,mixture2,-1.33692764,8.70850892e-05,100
1001,Metropolis,metropolis,-1.33598102,3.76757982e-04,100
1001,Row-Update,mps2,-1.33697017,8.70513967e-05,100
1001,Hybrid,mixture2,-1.33692533,8.89374081e-05,100
1002,Metropolis,metropolis,-1.33597207,3.75485606e-04,100
1002,Row-Update,mps2,-1.33696908,8.57933382e-05,100
1002,Hybrid,mixture2,-1.33692538,8.90226206e-05,100
1003,Metropolis,metropolis,-1.33600277,3.76885023e-04,100
1003,Row-Update,mps2,-1.33697055,8.87872232e-05,100
1003,Hybrid,mixture2,-1.33690528,8.86544594e-05,100
1004,Metropolis,metropolis,-1.33597961,3.75715060e-04,100
1004,Row-Update,mps2,-1.33698990,8.74791349e-05,100
1004,Hybrid,mixture2,-1.33691191,8.90596786e-05,100
1005,Metropolis,metropolis,-1.33599281,3.75174867e-04,100
1005,Row-Update,mps2,-1.33698611,8.47413246e-05,100
1005,Hybrid,mixture2,-1.33693077,8.88316785e-05,100
1006,Metropolis,metropolis,-1.33599771,3.75163927e-04,100
1006,Row-Update,mps2,-1.33699233,8.56239427e-05,100
1006,Hybrid,mixture2,-1.33689936,1.04546125e-04,100
1007,Metropolis,metropolis,-1.33598772,3.75479491e-04,100
1007,Row-Update,mps2,-1.33697271,8.75284442e-05,100
1007,Hybrid,mixture2,-1.33689043,9.35429154e-05,100
1008,Metropolis,metropolis,-1.33597978,3.75959152e-04,100
1008,Row-Update,mps2,-1.33701975,8.92062730e-05,100
1008,Hybrid,mixture2,-1.33692073,9.06779754e-05,100
1009,Metropolis,metropolis,-1.33597929,3.76248603e-04,100
1009,Row-Update,mps2,-1.33698169,8.92077717e-05,100
1009,Hybrid,mixture2,-1.33693197,9.14259185e-05,100
1010,Metropolis,metropolis,-1.33598685,3.75357911e-04,100
1010,Row-Update,mps2,-1.33698304,8.78732093e-05,100
1010,Hybrid,mixture2,-1.33692907,8.90944135e-05,100
1011,Metropolis,metropolis,-1.33598948,3.77128962e-04,100
1011,Row-Update,mps2,-1.33695412,9.15746133e-05,100
1011,Hybrid,mixture2,-1.33693948,8.86260368e-05,100
1012,Metropolis,metropolis,-1.33599719,3.76042830e-04,100
1012,Row-Update,mps2,-1.33697719,8.88871907e-05,100
1012,Hybrid,mixture2,-1.33693672,8.82481437e-05,100
1013,Metropolis,metropolis,-1.33599582,3.75848901e-04,100
1013,Row-Update,mps2,-1.33697984,8.76541888e-05,100
1013,Hybrid,mixture2,-1.33695021,8.88198063e-05,100
1014,Metropolis,metropolis,-1.33600661,3.75464145e-04,100
1014,Row-Update,mps2,-1.33699655,8.67058929e-05,100
1014,Hybrid,mixture2,-1.33693892,8.73990717e-05,100
1015,Metropolis,metropolis,-1.33597358,3.75322537e-04,100
1015,Row-Update,mps2,-1.33700266,8.78204412e-05,100
1015,Hybrid,mixture2,-1.33695787,8.88289918e-05,100
1016,Metropolis,metropolis,-1.33599133,3.75739221e-04,100
1016,Row-Update,mps2,-1.33700267,8.85471124e-05,100
1016,Hybrid,mixture2,-1.33692737,9.55567351e-05,100
1017,Metropolis,metropolis,-1.33602854,3.76021478e-04,100
1017,Row-Update,mps2,-1.33698392,8.91415822e-05,100
1017,Hybrid,mixture2,-1.33691789,9.23909721e-05,100
1018,Metropolis,metropolis,-1.33602212,3.75792607e-04,100
1018,Row-Update,mps2,-1.33696556,8.91956921e-05,100
1018,Hybrid,mixture2,-1.33692894,8.75849169e-05,100
1019,Metropolis,metropolis,-1.33601094,3.75834231e-04,100
1019,Row-Update,mps2,-1.33696716,8.90267057e-05,100
1019,Hybrid,mixture2,-1.33693942,8.64401572e-05,100
1020,Metropolis,metropolis,-1.33598670,3.75741164e-04,100
1020,Row-Update,mps2,-1.33697013,8.85430992e-05,100
1020,Hybrid,mixture2,-1.33695722,8.72094619e-05,100
1021,Metropolis,metropolis,-1.33600094,3.76242259e-04,100
1021,Row-Update,mps2,-1.33694576,8.93128554e-05,100
1021,Hybrid,mixture2,-1.33696270,8.80590152e-05,100
1022,Metropolis,metropolis,-1.33599294,3.75459088e-04,100
1022,Row-Update,mps2,-1.33696048,8.93578002e-05,100
1022,Hybrid,mixture2,-1.33692737,8.56519413e-05,100
1023,Metropolis,metropolis,-1.33599072,3.75743461e-04,100
1023,Row-Update,mps2,-1.33696032,8.82431449e-05,100
1023,Hybrid,mixture2,-1.33693409,8.89517866e-05,100
1024,Metropolis,metropolis,-1.33598988,3.75742870e-04,100
1024,Row-Update,mps2,-1.33694931,9.11648610e-05,100
1024,Hybrid,mixture2,-1.33692903,8.93989474e-05,100
1025,Metropolis,metropolis,-1.33598945,3.75967105e-04,100
1025,Row-Update,mps2,-1.33695206,9.16597057e-05,100
1025,Hybrid,mixture2,-1.33693114,8.90493128e-05,100
1026,Metropolis,metropolis,-1.33599654,3.76113967e-04,100
1026,Row-Update,mps2,-1.33697339,9.08600417e-05,100
1026,Hybrid,mixture2,-1.33694569,8.87956722e-05,100
1027,Metropolis,metropolis,-1.33600901,3.75674584e-04,100
1027,Row-Update,mps2,-1.33697936,9.13331223e-05,100
1027,Hybrid,mixture2,-1.33693842,9.10167566e-05,100
1028,Metropolis,metropolis,-1.33596272,3.76291142e-04,100
1028,Row-Update,mps2,-1.33698002,9.10111117e-05,100
1028,Hybrid,mixture2,-1.33693823,8.99881513e-05,100
1029,Metropolis,metropolis,-1.33599709,3.75400898e-04,100
1029,Row-Update,mps2,-1.33695816,8.87129145e-05,100
1029,Hybrid,mixture2,-1.33694476,8.92969586e-05,100
1030,Metropolis,metropolis,-1.33597731,3.74889208e-04,100
1030,Row-Update,mps2,-1.33699459,8.88556021e-05,100
1030,Hybrid,mixture2,-1.33693425,8.93079538e-05,100
1031,Metropolis,metropolis,-1.33598876,3.75786148e-04,100
1031,Row-Update,mps2,-1.33696982,8.79192251e-05,100
1031,Hybrid,mixture2,-1.33694005,8.90988468e-05,100
1032,Metropolis,metropolis,-1.33597829,3.76009996e-04,100
1032,Row-Update,mps2,-1.33697513,8.96313415e-05,100
1032,Hybrid,mixture2,-1.33698273,9.26919948e-05,100
1033,Metropolis,metropolis,-1.33596723,3.75523437e-04,100
1033,Row-Update,mps2,-1.33701895,8.74830842e-05,100
1033,Hybrid,mixture2,-1.33694995,8.75497263e-05,100
1034,Metropolis,metropolis,-1.33598852,3.75833011e-04,100
1034,Row-Update,mps2,-1.33701709,8.82598632e-05,100
1034,Hybrid,mixture2,-1.33695078,8.74230575e-05,100
1035,Metropolis,metropolis,-1.33597884,3.75194142e-04,100
1035,Row-Update,mps2,-1.33700837,8.88135692e-05,100
1035,Hybrid,mixture2,-1.33695123,8.80535386e-05,100
1036,Metropolis,metropolis,-1.33599645,3.74941275e-04,100
1036,Row-Update,mps2,-1.33699570,8.96127122e-05,100
1036,Hybrid,mixture2,-1.33695771,8.99380356e-05,100
1037,Metropolis,metropolis,-1.33599894,3.74523893e-04,100
1037,Row-Update,mps2,-1.33697346,8.91016197e-05,100
1037,Hybrid,mixture2,-1.33694343,8.88743027e-05,100
1038,Metropolis,metropolis,-1.33599926,3.75204361e-04,100
1038,Row-Update,mps2,-1.33702195,8.69904289e-05,100
1038,Hybrid,mixture2,-1.33693314,9.16328580e-05,100
1039,Metropolis,metropolis,-1.33600615,3.74938560e-04,100
1039,Row-Update,mps2,-1.33700577,8.89519780e-05,100
1039,Hybrid,mixture2,-1.33694878,8.93363905e-05,100
1040,Metropolis,metropolis,-1.33599497,3.75825788e-04,100
1040,Row-Update,mps2,-1.33698602,9.25531167e-05,100
1040,Hybrid,mixture2,-1.33693980,8.95517642e-05,100
1041,Metropolis,metropolis,-1.33599153,3.74584671e-04,100
1041,Row-Update,mps2,-1.33700987,8.91227687e-05,100
1041,Hybrid,mixture2,-1.33694670,8.89424354e-05,100
1042,Metropolis,metropolis,-1.33598699,3.75410396e-04,100
1042,Row-Update,mps2,-1.33700653,8.73566583e-05,100
1042,Hybrid,mixture2,-1.33696823,8.82386075e-05,100
1043,Metropolis,metropolis,-1.33599167,3.75838709e-04,100
1043,Row-Update,mps2,-1.33699012,9.09334167e-05,100
1043,Hybrid,mixture2,-1.33695007,8.96012764e-05,100
1044,Metropolis,metropolis,-1.33598735,3.75138757e-04,100
1044,Row-Update,mps2,-1.33699893,9.05835909e-05,100
1044,Hybrid,mixture2,-1.33697090,8.90287344e-05,100
1045,Metropolis,metropolis,-1.33600246,3.76060720e-04,100
1045,Row-Update,mps2,-1.33699955,9.05112068e-05,100
1045,Hybrid,mixture2,-1.33694315,9.10138014e-05,100
1046,Metropolis,metropolis,-1.33599943,3.74962458e-04,100
1046,Row-Update,mps2,-1.33700663,8.84281717e-05,100
1046,Hybrid,mixture2,-1.33696104,8.83116248e-05,100
1047,Metropolis,metropolis,-1.33601486,3.75420241e-04,100
1047,Row-Update,mps2,-1.33698128,9.18311325e-05,100
1047,Hybrid,mixture2,-1.33696728,8.85308003e-05,100
1048,Metropolis,metropolis,-1.33598905,3.74714746e-04,100
1048,Row-Update,mps2,-1.33700573,8.96266983e-05,100
1048,Hybrid,mixture2,-1.33698138,8.97371618e-05,100
1049,Metropolis,metropolis,-1.33600274,3.76702774e-04,100
1049,Row-Update,mps2,-1.33700225,8.90630899e-05,100
1049,Hybrid,mixture2,-1.33697381,8.83158071e-05,100
1050,Metropolis,metropolis,-1.33600160,3.75707184e-04,100
1050,Row-Update,mps2,-1.33698935,9.10468484e-05,100
1050,Hybrid,mixture2,-1.33694098,9.05928159e-05,100
1051,Metropolis,metropolis,-1.33599739,3.75230695e-04,100
1051,Row-Update,mps2,-1.33696937,9.16745188e-05,100
1051,Hybrid,mixture2,-1.33693277,8.98120905e-05,100
1052,Metropolis,metropolis,-1.33600173,3.75253316e-04,100
1052,Row-Update,mps2,-1.33698284,9.08681835e-05,100
1052,Hybrid,mixture2,-1.33694436,9.13312160e-05,100
1053,Metropolis,metropolis,-1.33599059,3.75810015e-04,100
1053,Row-Update,mps2,-1.33697623,9.26533083e-05,100
1053,Hybrid,mixture2,-1.33693751,9.16950390e-05,100
1054,Metropolis,metropolis,-1.33599185,3.75595201e-04,100
1054,Row-Update,mps2,-1.33695836,9.23466132e-05,100
1054,Hybrid,mixture2,-1.33694025,9.13973528e-05,100
1055,Metropolis,metropolis,-1.33600208,3.75602813e-04,100
1055,Row-Update,mps2,-1.33697758,9.19953446e-05,100
1055,Hybrid,mixture2,-1.33695489,9.08104908e-05,100
1056,Metropolis,metropolis,-1.33600488,3.75862205e-04,100
1056,Row-Update,mps2,-1.33699662,8.92157431e-05,100
1056,Hybrid,mixture2,-1.33694388,9.20066402e-05,100
1057,Metropolis,metropolis,-1.33599801,3.75141656e-04,100
1057,Row-Update,mps2,-1.33699189,8.85419443e-05,100
1057,Hybrid,mixture2,-1.33694906,9.10116559e-05,100
1058,Metropolis,metropolis,-1.33602105,3.76190471e-04,100
1058,Row-Update,mps2,-1.33700771,9.05073932e-05,100
1058,Hybrid,mixture2,-1.33694724,9.02266463e-05,100
1059,Metropolis,metropolis,-1.33603252,3.75975889e-04,100
1059,Row-Update,mps2,-1.33696148,9.17723756e-05,100
1059,Hybrid,mixture2,-1.33693795,8.90606284e-05,100
1060,Metropolis,metropolis,-1.33599214,3.76152658e-04,100
1060,Row-Update,mps2,-1.33699667,9.17537723e-05,100
1060,Hybrid,mixture2,-1.33695831,8.96963855e-05,100
1061,Metropolis,metropolis,-1.33599759,3.76360291e-04,100
1061,Row-Update,mps2,-1.33700436,8.97681587e-05,100
1061,Hybrid,mixture2,-1.33695329,9.22839803e-05,100
1062,Metropolis,metropolis,-1.33600275,3.75160667e-04,100
1062,Row-Update,mps2,-1.33701174,8.94909462e-05,100
1062,Hybrid,mixture2,-1.33697221,8.98464779e-05,100
1063,Metropolis,metropolis,-1.33605096,3.73539694e-04,100
1063,Row-Update,mps2,-1.33701253,8.75809209e-05,100
1063,Hybrid,mixture2,-1.33696819,9.03066886e-05,100
1064,Metropolis,metropolis,-1.33601944,3.75704570e-04,100
1064,Row-Update,mps2,-1.33700448,8.88095404e-05,100
1064,Hybrid,mixture2,-1.33698125,8.96050590e-05,100
1065,Metropolis,metropolis,-1.33602113,3.75776917e-04,100
1065,Row-Update,mps2,-1.33697966,8.79363954e-05,100
1065,Hybrid,mixture2,-1.33695536,8.75212513e-05,100
1066,Metropolis,metropolis,-1.33600264,3.75789231e-04,100
1066,Row-Update,mps2,-1.33699129,8.84837817e-05,100
1066,Hybrid,mixture2,-1.33700170,8.93554696e-05,100
1067,Metropolis,metropolis,-1.33598898,3.75896499e-04,100
1067,Row-Update,mps2,-1.33699722,9.01353524e-05,100
1067,Hybrid,mixture2,-1.33697718,8.76906544e-05,100
1068,Metropolis,metropolis,-1.33600536,3.76244535e-04,100
1068,Row-Update,mps2,-1.33701091,8.98213071e-05,100
1068,Hybrid,mixture2,-1.33698154,8.75533710e-05,100
1069,Metropolis,metropolis,-1.33602058,3.76679392e-04,100
1069,Row-Update,mps2,-1.33702036,8.91202336e-05,100
1069,Hybrid,mixture2,-1.33696711,8.81257570e-05,100
1070,Metropolis,metropolis,-1.33599780,3.75114515e-04,100
1070,Row-Update,mps2,-1.33702806,9.07653097e-05,100
1070,Hybrid,mixture2,-1.33695170,8.79074980e-05,100
1071,Metropolis,metropolis,-1.33600912,3.74787915e-04,100
1071,Row-Update,mps2,-1.33703337,8.81099147e-05,100
1071,Hybrid,mixture2,-1.33697186,8.89178280e-05,100
1072,Metropolis,metropolis,-1.33601862,3.75548371e-04,100
1072,Row-Update,mps2,-1.33703187,9.11997329e-05,100
1072,Hybrid,mixture2,-1.33698481,8.89707504e-05,100
1073,Metropolis,metropolis,-1.33601812,3.74828548e-04,100
1073,Row-Update,mps2,-1.33702672,8.72886408e-05,100
1073,Hybrid,mixture2,-1.33696806,9.00551159e-05,100
1074,Metropolis,metropolis,-1.33601950,3.74963253e-04,100
1074,Row-Update,mps2,-1.33700924,8.96649316e-05,100
1074,Hybrid,mixture2,-1.33697291,8.79839960e-05,100
1075,Metropolis,metropolis,-1.33602715,3.75270623e-04,100
1075,Row-Update,mps2,-1.33702937,8.94847200e-05,100
1075,Hybrid,mixture2,-1.33700430,8.79528052e-05,100
1076,Metropolis,metropolis,-1.33603169,3.75981587e-04,100
1076,Row-Update,mps2,-1.33700870,8.88409017e-05,100
1076,Hybrid,mixture2,-1.33700484,8.76839376e-05,100
1077,Metropolis,metropolis,-1.33603352,3.75609948e-04,100
1077,Row-Update,mps2,-1.33701759,8.80974370e-05,100
1077,Hybrid,mixture2,-1.33697024,8.92542555e-05,100
1078,Metropolis,metropolis,-1.33602505,3.75080257e-04,100
1078,Row-Update,mps2,-1.33700336,8.79429444e-05,100
1078,Hybrid,mixture2,-1.33698406,9.12805168e-05,100
1079,Metropolis,metropolis,-1.33603897,3.76678999e-04,100
1079,Row-Update,mps2,-1.33702739,8.75545141e-05,100
1079,Hybrid,mixture2,-1.33698770,9.21098497e-05,100
1080,Metropolis,metropolis,-1.33603145,3.75901857e-04,100
1080,Row-Update,mps2,-1.33704301,8.74554567e-05,100
1080,Hybrid,mixture2,-1.33696403,9.20641540e-05,100
1081,Metropolis,metropolis,-1.33601420,3.76624136e-04,100
1081,Row-Update,mps2,-1.33701370,8.71007455e-05,100
1081,Hybrid,mixture2,-1.33694383,9.03977765e-05,100
1082,Metropolis,metropolis,-1.33601722,3.76223119e-04,100
1082,Row-Update,mps2,-1.33702760,8.93862244e-05,100
1082,Hybrid,mixture2,-1.33698485,9.26602839e-05,100
1083,Metropolis,metropolis,-1.33604190,3.75762752e-04,100
1083,Row-Update,mps2,-1.33705101,8.75429713e-05,100
1083,Hybrid,mixture2,-1.33698839,9.29981878e-05,100
1084,Metropolis,metropolis,-1.33602774,3.75019584e-04,100
1084,Row-Update,mps2,-1.33701646,9.03082668e-05,100
1084,Hybrid,mixture2,-1.33699110,9.18081131e-05,100
1085,Metropolis,metropolis,-1.33602584,3.74992728e-04,100
1085,Row-Update,mps2,-1.33702409,8.94236622e-05,100
1085,Hybrid,mixture2,-1.33700458,9.30505174e-05,100
1086,Metropolis,metropolis,-1.33604720,3.76645128e-04,100
1086,Row-Update,mps2,-1.33703667,8.94725754e-05,100
1086,Hybrid,mixture2,-1.33698605,9.62154392e-05,100
1087,Metropolis,metropolis,-1.33605413,3.75909310e-04,100
1087,Row-Update,mps2,-1.33700767,9.19152416e-05,100
1087,Hybrid,mixture2,-1.33701244,9.07797547e-05,100
1088,Metropolis,metropolis,-1.33604519,3.75106838e-04,100
1088,Row-Update,mps2,-1.33701842,9.04129827e-05,100
1088,Hybrid,mixture2,-1.33699049,9.04471503e-05,100
1089,Metropolis,metropolis,-1.33604930,3.75767225e-04,100
1089,Row-Update,mps2,-1.33703740,8.82205099e-05,100
1089,Hybrid,mixture2,-1.33698891,9.22761873e-05,100
1090,Metropolis,metropolis,-1.33602524,3.75847991e-04,100
1090,Row-Update,mps2,-1.33702805,9.19672046e-05,100
1090,Hybrid,mixture2,-1.33698839,8.98682048e-05,100
1091,Metropolis,metropolis,-1.33602313,3.75897551e-04,100
1091,Row-Update,mps2,-1.33703158,8.89759024e-05,100
1091,Hybrid,mixture2,-1.33701814,8.77017292e-05,100
1092,Metropolis,metropolis,-1.33602243,3.73473909e-04,100
1092,Row-Update,mps2,-1.33700405,8.92487101e-05,100
1092,Hybrid,mixture2,-1.33698999,9.07301182e-05,100
1093,Metropolis,metropolis,-1.33601164,3.76392659e-04,100
1093,Row-Update,mps2,-1.33703277,8.86945334e-05,100
1093,Hybrid,mixture2,-1.33699007,9.10616817e-05,100
1094,Metropolis,metropolis,-1.33605387,3.74324889e-04,100
1094,Row-Update,mps2,-1.33701109,8.81058029e-05,100
1094,Hybrid,mixture2,-1.33698901,9.16627996e-05,100
1095,Metropolis,metropolis,-1.33602949,3.75020738e-04,100
1095,Row-Update,mps2,-1.33704788,9.03786345e-05,100
1095,Hybrid,mixture2,-1.33698894,8.95446779e-05,100
1096,Metropolis,metropolis,-1.33604773,3.75557663e-04,100
1096,Row-Update,mps2,-1.33703626,8.85527586e-05,100
1096,Hybrid,mixture2,-1.33697923,8.97171407e-05,100
1097,Metropolis,metropolis,-1.33605237,3.75798505e-04,100
1097,Row-Update,mps2,-1.33701271,9.25883104e-05,100
1097,Hybrid,mixture2,-1.33700949,8.78247386e-05,100
1098,Metropolis,metropolis,-1.33605110,3.75994857e-04,100
1098,Row-Update,mps2,-1.33703791,8.90763006e-05,100
1098,Hybrid,mixture2,-1.33701076,8.95176375e-05,100
1099,Metropolis,metropolis,-1.33604252,3.76532851e-04,100
1099,Row-Update,mps2,-1.33701844,8.97781100e-05,100
1099,Hybrid,mixture2,-1.33701021,8.92210597e-05,100
1100,Metropolis,metropolis,-1.33603474,3.75277623e-04,100
1100,Row-Update,mps2,-1.33701203,8.98862306e-05,100
1100,Hybrid,mixture2,-1.33699483,9.16805455e-05,100
1101,Metropolis,metropolis,-1.33604863,3.75564100e-04,100
1101,Row-Update,mps2,-1.33701772,8.88959856e-05,100
1101,Hybrid,mixture2,-1.33701148,9.02545365e-05,100
1102,Metropolis,metropolis,-1.33603587,3.76043948e-04,100
1102,Row-Update,mps2,-1.33702064,8.97898384e-05,100
1102,Hybrid,mixture2,-1.33700535,8.88575481e-05,100
1103,Metropolis,metropolis,-1.33605067,3.75961665e-04,100
1103,Row-Update,mps2,-1.33701837,9.08143029e-05,100
1103,Hybrid,mixture2,-1.33700787,9.02907277e-05,100
1104,Metropolis,metropolis,-1.33605110,3.75044314e-04,100
1104,Row-Update,mps2,-1.33701662,8.93162110e-05,100
1104,Hybrid,mixture2,-1.33698258,8.93395669e-05,100
1105,Metropolis,metropolis,-1.33603858,3.75346241e-04,100
1105,Row-Update,mps2,-1.33701633,8.99337682e-05,100
1105,Hybrid,mixture2,-1.33700608,9.04314051e-05,100
1106,Metropolis,metropolis,-1.33604484,3.75353518e-04,100
1106,Row-Update,mps2,-1.33702757,8.86531208e-05,100
1106,Hybrid,mixture2,-1.33700407,9.12954359e-05,100
1107,Metropolis,metropolis,-1.33603142,3.74430059e-04,100
1107,Row-Update,mps2,-1.33701765,8.79355044e-05,100
1107,Hybrid,mixture2,-1.33702109,8.89903659e-05,100
1108,Metropolis,metropolis,-1.33603773,3.74815980e-04,100
1108,Row-Update,mps2,-1.33703614,8.89563055e-05,100
1108,Hybrid,mixture2,-1.33699725,9.23502738e-05,100
1109,Metropolis,metropolis,-1.33603159,3.75847664e-04,100
1109,Row-Update,mps2,-1.33704635,8.93693571e-05,100
1109,Hybrid,mixture2,-1.33699623,9.02128475e-05,100
1110,Metropolis,metropolis,-1.33600921,3.75298039e-04,100
1110,Row-Update,mps2,-1.33704608,8.75074021e-05,100
1110,Hybrid,mixture2,-1.33697985,8.96185737e-05,100
1111,Metropolis,metropolis,-1.33604224,3.75450077e-04,100
1111,Row-Update,mps2,-1.33703193,8.88996499e-05,100
1111,Hybrid,mixture2,-1.33700369,9.09676562e-05,100
1112,Metropolis,metropolis,-1.33604385,3.75433907e-04,100
1112,Row-Update,mps2,-1.33703402,8.99743094e-05,100
1112,Hybrid,mixture2,-1.33699228,9.13627479e-05,100
1113,Metropolis,metropolis,-1.33603100,3.74264654e-04,100
