step,method,source_method,mean_energy_per_site,standard_error_of_mean,n_independent_runs
3815,Row-Update,mps2,-1.33767292,6.79134719e-05,100
3815,Hybrid,mixture2,-1.33758627,7.64285863e-05,100
3816,Metropolis,metropolis,-1.33662326,3.81039047e-04,100
3816,Row-Update,mps2,-1.33766526,7.01187839e-05,100
3816,Hybrid,mixture2,-1.33759093,7.68603809e-05,100
3817,Metropolis,metropolis,-1.33661846,3.80881971e-04,100
3817,Row-Update,mps2,-1.33767413,6.98758837e-05,100
3817,Hybrid,mixture2,-1.33758369,7.81574673e-05,100
3818,Metropolis,metropolis,-1.33661692,3.81311534e-04,100
3818,Row-Update,mps2,-1.33766519,7.06357112e-05,100
3818,Hybrid,mixture2,-1.33758560,7.60112134e-05,100
3819,Metropolis,metropolis,-1.33661838,3.80979701e-04,100
3819,Row-Update,mps2,-1.33768009,6.87320572e-05,100
3819,Hybrid,mixture2,-1.33757880,7.91164814e-05,100
3820,Metropolis,metropolis,-1.33662806,3.81203680e-04,100
3820,Row-Update,mps2,-1.33768673,6.73684742e-05,100
3820,Hybrid,mixture2,-1.33759530,7.66443252e-05,100
3821,Metropolis,metropolis,-1.33662063,3.80840153e-04,100
3821,Row-Update,mps2,-1.33767963,6.90362002e-05,100
3821,Hybrid,mixture2,-1.33759784,7.66818569e-05,100
3822,Metropolis,metropolis,-1.33661748,3.80493923e-04,100
3822,Row-Update,mps2,-1.33766043,6.97172284e-05,100
3822,Hybrid,mixture2,-1.33759958,7.66512158e-05,100
3823,Metropolis,metropolis,-1.33661575,3.80816460e-04,100
3823,Row-Update,mps2,-1.33767253,6.87898541e-05,100
3823,Hybrid,mixture2,-1.33758905,7.68802579e-05,100
3824,Metropolis,metropolis,-1.33661686,3.81040969e-04,100
3824,Row-Update,mps2,-1.33767654,6.93497114e-05,100
3824,Hybrid,mixture2,-1.33760427,7.58211413e-05,100
3825,Metropolis,metropolis,-1.33661977,3.80525800e-04,100
3825,Row-Update,mps2,-1.33768276,6.70677102e-05,100
3825,Hybrid,mixture2,-1.33760170,7.56756540e-05,100
3826,Metropolis,metropolis,-1.33662080,3.81045142e-04,100
3826,Row-Update,mps2,-1.33767361,6.82634713e-05,100
3826,Hybrid,mixture2,-1.33759290,7.54739212e-05,100
3827,Metropolis,metropolis,-1.33661127,3.81045978e-04,100
3827,Row-Update,mps2,-1.33767292,6.88149565e-05,100
3827,Hybrid,mixture2,-1.33760810,7.63683196e-05,100
3828,Metropolis,metropolis,-1.33661745,3.80855979e-04,100
3828,Row-Update,mps2,-1.33767806,6.87772546e-05,100
3828,Hybrid,mixture2,-1.33760099,7.66062581e-05,100
3829,Metropolis,metropolis,-1.33661756,3.80428027e-04,100
3829,Row-Update,mps2,-1.33767238,6.68935786e-05,100
3829,Hybrid,mixture2,-1.33759614,7.61857326e-05,100
3830,Metropolis,metropolis,-1.33661428,3.81158584e-04,100
3830,Row-Update,mps2,-1.33766699,6.87820290e-05,100
3830,Hybrid,mixture2,-1.33758664,7.74397999e-05,100
3831,Metropolis,metropolis,-1.33661431,3.80559780e-04,100
3831,Row-Update,mps2,-1.33767795,6.82471129e-05,100
3831,Hybrid,mixture2,-1.33758739,7.60306242e-05,100
3832,Metropolis,metropolis,-1.33661772,3.80782863e-04,100
3832,Row-Update,mps2,-1.33767129,7.01366452e-05,100
3832,Hybrid,mixture2,-1.33759067,7.66350898e-05,100
3833,Metropolis,metropolis,-1.33661169,3.81057366e-04,100
3833,Row-Update,mps2,-1.33767054,6.79271533e-05,100
3833,Hybrid,mixture2,-1.33759225,7.75151796e-05,100
3834,Metropolis,metropolis,-1.33662027,3.80567768e-04,100
3834,Row-Update,mps2,-1.33767529,6.82838778e-05,100
3834,Hybrid,mixture2,-1.33758940,7.67226792e-05,100
3835,Metropolis,metropolis,-1.33661937,3.80917657e-04,100
3835,Row-Update,mps2,-1.33768118,6.60693486e-05,100
3835,Hybrid,mixture2,-1.33760628,7.73547393e-05,100
3836,Metropolis,metropolis,-1.33661835,3.80738518e-04,100
3836,Row-Update,mps2,-1.33768601,6.54445328e-05,100
3836,Hybrid,mixture2,-1.33760472,7.58757557e-05,100
3837,Metropolis,metropolis,-1.33661563,3.80908969e-04,100
3837,Row-Update,mps2,-1.33767328,6.92146162e-05,100
3837,Hybrid,mixture2,-1.33760451,7.56442680e-05,100
3838,Metropolis,metropolis,-1.33661744,3.80779906e-04,100
3838,Row-Update,mps2,-1.33767957,6.87710222e-05,100
3838,Hybrid,mixture2,-1.33760924,7.50439019e-05,100
3839,Metropolis,metropolis,-1.33661680,3.80886495e-04,100
3839,Row-Update,mps2,-1.33767840,6.65797065e-05,100
3839,Hybrid,mixture2,-1.33758605,7.84978762e-05,100
3840,Metropolis,metropolis,-1.33661340,3.80850459e-04,100
3840,Row-Update,mps2,-1.33768063,6.64628177e-05,100
3840,Hybrid,mixture2,-1.33760019,7.74493533e-05,100
3841,Metropolis,metropolis,-1.33661378,3.80901267e-04,100
3841,Row-Update,mps2,-1.33767885,6.75557095e-05,100
3841,Hybrid,mixture2,-1.33759588,7.71370342e-05,100
3842,Metropolis,metropolis,-1.33660796,3.80820465e-04,100
3842,Row-Update,mps2,-1.33767763,6.70433704e-05,100
3842,Hybrid,mixture2,-1.33760046,7.76548244e-05,100
3843,Metropolis,metropolis,-1.33661444,3.80885072e-04,100
3843,Row-Update,mps2,-1.33768249,6.77821507e-05,100
3843,Hybrid,mixture2,-1.33759391,7.78034345e-05,100
3844,Metropolis,metropolis,-1.33661579,3.81040081e-04,100
3844,Row-Update,mps2,-1.33767944,6.77378728e-05,100
3844,Hybrid,mixture2,-1.33759080,7.79074555e-05,100
3845,Metropolis,metropolis,-1.33660962,3.80991081e-04,100
3845,Row-Update,mps2,-1.33768087,6.78538109e-05,100
3845,Hybrid,mixture2,-1.33759456,7.68741001e-05,100
3846,Metropolis,metropolis,-1.33662008,3.80725048e-04,100
3846,Row-Update,mps2,-1.33766792,6.72759277e-05,100
3846,Hybrid,mixture2,-1.33760108,7.57886578e-05,100
3847,Metropolis,metropolis,-1.33662010,3.80755060e-04,100
3847,Row-Update,mps2,-1.33767371,6.79546298e-05,100
3847,Hybrid,mixture2,-1.33759911,7.61610561e-05,100
3848,Metropolis,metropolis,-1.33661662,3.81167314e-04,100
3848,Row-Update,mps2,-1.33766961,6.81262655e-05,100
3848,Hybrid,mixture2,-1.33751692,1.23553044e-04,100
3849,Metropolis,metropolis,-1.33664163,3.81084794e-04,100
3849,Row-Update,mps2,-1.33767117,6.70794451e-05,100
3849,Hybrid,mixture2,-1.33753096,1.15268229e-04,100
3850,Metropolis,metropolis,-1.33661694,3.80727101e-04,100
3850,Row-Update,mps2,-1.33766980,6.72698966e-05,100
3850,Hybrid,mixture2,-1.33752517,1.12802742e-04,100
3851,Metropolis,metropolis,-1.33662052,3.80895140e-04,100
3851,Row-Update,mps2,-1.33767626,6.79150022e-05,100
3851,Hybrid,mixture2,-1.33756260,9.20972584e-05,100
3852,Metropolis,metropolis,-1.33661511,3.81301650e-04,100
3852,Row-Update,mps2,-1.33767961,6.61140148e-05,100
3852,Hybrid,mixture2,-1.33758173,8.59606727e-05,100
3853,Metropolis,metropolis,-1.33662265,3.80599151e-04,100
3853,Row-Update,mps2,-1.33768371,6.76183736e-05,100
3853,Hybrid,mixture2,-1.33757884,7.98650193e-05,100
3854,Metropolis,metropolis,-1.33662440,3.81143251e-04,100
3854,Row-Update,mps2,-1.33767816,6.71700339e-05,100
3854,Hybrid,mixture2,-1.33760375,7.68164662e-05,100
3855,Metropolis,metropolis,-1.33661954,3.81295111e-04,100
3855,Row-Update,mps2,-1.33768277,6.69424172e-05,100
3855,Hybrid,mixture2,-1.33759252,7.65134082e-05,100
3856,Metropolis,metropolis,-1.33662426,3.80603081e-04,100
3856,Row-Update,mps2,-1.33768476,6.51953005e-05,100
3856,Hybrid,mixture2,-1.33759717,7.70450176e-05,100
3857,Metropolis,metropolis,-1.33662380,3.80634134e-04,100
3857,Row-Update,mps2,-1.33768321,6.66295291e-05,100
3857,Hybrid,mixture2,-1.33759010,7.89894514e-05,100
3858,Metropolis,metropolis,-1.33662735,3.80848322e-04,100
3858,Row-Update,mps2,-1.33768576,6.51982952e-05,100
3858,Hybrid,mixture2,-1.33759610,7.87545430e-05,100
3859,Metropolis,metropolis,-1.33662079,3.80899570e-04,100
3859,Row-Update,mps2,-1.33768445,6.58921412e-05,100
3859,Hybrid,mixture2,-1.33759622,7.69585396e-05,100
3860,Metropolis,metropolis,-1.33662052,3.80895295e-04,100
3860,Row-Update,mps2,-1.33768068,6.52555580e-05,100
3860,Hybrid,mixture2,-1.33758667,7.78789614e-05,100
3861,Metropolis,metropolis,-1.33662429,3.80776815e-04,100
3861,Row-Update,mps2,-1.33768695,6.57935940e-05,100
3861,Hybrid,mixture2,-1.33759681,7.77158665e-05,100
3862,Metropolis,metropolis,-1.33662483,3.80655485e-04,100
3862,Row-Update,mps2,-1.33768354,6.48374707e-05,100
3862,Hybrid,mixture2,-1.33757740,8.13789501e-05,100
3863,Metropolis,metropolis,-1.33662643,3.80937324e-04,100
3863,Row-Update,mps2,-1.33767947,6.88847770e-05,100
3863,Hybrid,mixture2,-1.33758707,7.88482203e-05,100
3864,Metropolis,metropolis,-1.33662637,3.80777375e-04,100
3864,Row-Update,mps2,-1.33768947,6.47993663e-05,100
3864,Hybrid,mixture2,-1.33755847,9.61503373e-05,100
3865,Metropolis,metropolis,-1.33662262,3.81292852e-04,100
3865,Row-Update,mps2,-1.33768625,6.57344516e-05,100
3865,Hybrid,mixture2,-1.33754136,9.75753148e-05,100
3866,Metropolis,metropolis,-1.33707857,5.92418760e-04,100
3866,Row-Update,mps2,-1.33767867,6.62963806e-05,100
3866,Hybrid,mixture2,-1.33755380,9.65757076e-05,100
3867,Metropolis,metropolis,-1.33662980,3.80828972e-04,100
3867,Row-Update,mps2,-1.33768908,6.89433583e-05,100
3867,Hybrid,mixture2,-1.33755702,8.95536560e-05,100
3868,Metropolis,metropolis,-1.33662540,3.80916804e-04,100
3868,Row-Update,mps2,-1.33768341,6.70581992e-05,100
3868,Hybrid,mixture2,-1.33757433,8.35351105e-05,100
3869,Metropolis,metropolis,-1.33662353,3.80353823e-04,100
3869,Row-Update,mps2,-1.33766799,7.10648424e-05,100
3869,Hybrid,mixture2,-1.33758024,8.57417271e-05,100
3870,Metropolis,metropolis,-1.33662679,3.80969399e-04,100
3870,Row-Update,mps2,-1.33767003,7.02228572e-05,100
3870,Hybrid,mixture2,-1.33757635,8.31805144e-05,100
3871,Metropolis,metropolis,-1.33663092,3.80979093e-04,100
3871,Row-Update,mps2,-1.33766934,7.19611886e-05,100
3871,Hybrid,mixture2,-1.33757423,8.33300669e-05,100
3872,Metropolis,metropolis,-1.33662082,3.80807637e-04,100
3872,Row-Update,mps2,-1.33767838,7.19591126e-05,100
3872,Hybrid,mixture2,-1.33757364,8.20637420e-05,100
3873,Metropolis,metropolis,-1.33662275,3.80568915e-04,100
3873,Row-Update,mps2,-1.33766810,7.09039739e-05,100
3873,Hybrid,mixture2,-1.33756490,8.87920519e-05,100
3874,Metropolis,metropolis,-1.33662215,3.80509823e-04,100
3874,Row-Update,mps2,-1.33767463,6.95726025e-05,100
3874,Hybrid,mixture2,-1.33757914,8.42771013e-05,100
3875,Metropolis,metropolis,-1.33661937,3.80221711e-04,100
3875,Row-Update,mps2,-1.33767189,6.99519741e-05,100
3875,Hybrid,mixture2,-1.33757893,8.15698414e-05,100
3876,Metropolis,metropolis,-1.33661740,3.80891322e-04,100
3876,Row-Update,mps2,-1.33767606,6.93869344e-05,100
3876,Hybrid,mixture2,-1.33757063,8.16834942e-05,100
3877,Metropolis,metropolis,-1.33661320,3.80289123e-04,100
3877,Row-Update,mps2,-1.33767953,6.81974220e-05,100
3877,Hybrid,mixture2,-1.33755229,9.63866106e-05,100
3878,Metropolis,metropolis,-1.33661334,3.81115319e-04,100
3878,Row-Update,mps2,-1.33767625,7.13377719e-05,100
3878,Hybrid,mixture2,-1.33757163,8.60198622e-05,100
3879,Metropolis,metropolis,-1.33661954,3.80750089e-04,100
3879,Row-Update,mps2,-1.33767001,6.88454000e-05,100
3879,Hybrid,mixture2,-1.33757239,8.28940296e-05,100
3880,Metropolis,metropolis,-1.33661777,3.80855473e-04,100
3880,Row-Update,mps2,-1.33767581,6.90308762e-05,100
3880,Hybrid,mixture2,-1.33760358,7.57917974e-05,100
3881,Metropolis,metropolis,-1.33662059,3.81111158e-04,100
3881,Row-Update,mps2,-1.33768277,6.69789801e-05,100
3881,Hybrid,mixture2,-1.33759857,7.58452242e-05,100
3882,Metropolis,metropolis,-1.33663067,3.80955992e-04,100
3882,Row-Update,mps2,-1.33767929,6.72145033e-05,100
3882,Hybrid,mixture2,-1.33760154,7.62091241e-05,100
3883,Metropolis,metropolis,-1.33661258,3.80723493e-04,100
3883,Row-Update,mps2,-1.33767509,6.67251924e-05,100
3883,Hybrid,mixture2,-1.33759413,7.58666635e-05,100
3884,Metropolis,metropolis,-1.33661364,3.80599834e-04,100
3884,Row-Update,mps2,-1.33768016,6.80098178e-05,100
3884,Hybrid,mixture2,-1.33759226,7.63278616e-05,100
3885,Metropolis,metropolis,-1.33661610,3.80959933e-04,100
3885,Row-Update,mps2,-1.33766724,6.85492596e-05,100
3885,Hybrid,mixture2,-1.33761679,7.56508487e-05,100
3886,Metropolis,metropolis,-1.33662177,3.80778891e-04,100
3886,Row-Update,mps2,-1.33767696,6.74925794e-05,100
3886,Hybrid,mixture2,-1.33760295,7.54119259e-05,100
3887,Metropolis,metropolis,-1.33661598,3.80918151e-04,100
3887,Row-Update,mps2,-1.33768338,6.71130160e-05,100
3887,Hybrid,mixture2,-1.33757948,7.98627322e-05,100
3888,Metropolis,metropolis,-1.33661554,3.80848104e-04,100
3888,Row-Update,mps2,-1.33767997,6.70478657e-05,100
3888,Hybrid,mixture2,-1.33759640,7.58687567e-05,100
3889,Metropolis,metropolis,-1.33662041,3.80400861e-04,100
3889,Row-Update,mps2,-1.33768401,6.68954297e-05,100
3889,Hybrid,mixture2,-1.33759513,7.58447451e-05,100
3890,Metropolis,metropolis,-1.33661035,3.80940182e-04,100
3890,Row-Update,mps2,-1.33767938,6.61644240e-05,100
3890,Hybrid,mixture2,-1.33759098,7.90983665e-05,100
3891,Metropolis,metropolis,-1.33661656,3.80654080e-04,100
3891,Row-Update,mps2,-1.33768793,6.59985978e-05,100
3891,Hybrid,mixture2,-1.33758972,7.70870271e-05,100
3892,Metropolis,metropolis,-1.33662160,3.80902540e-04,100
3892,Row-Update,mps2,-1.33768812,6.60613260e-05,100
3892,Hybrid,mixture2,-1.33758946,7.64454236e-05,100
3893,Metropolis,metropolis,-1.33662640,3.80850394e-04,100
3893,Row-Update,mps2,-1.33768373,6.63752150e-05,100
3893,Hybrid,mixture2,-1.33758555,7.80326443e-05,100
3894,Metropolis,metropolis,-1.33662546,3.80827316e-04,100
3894,Row-Update,mps2,-1.33768444,6.52331177e-05,100
3894,Hybrid,mixture2,-1.33758816,7.66853832e-05,100
3895,Metropolis,metropolis,-1.33662179,3.80637910e-04,100
3895,Row-Update,mps2,-1.33766855,6.71092438e-05,100
3895,Hybrid,mixture2,-1.33758752,7.64397017e-05,100
3896,Metropolis,metropolis,-1.33662238,3.80520035e-04,100
3896,Row-Update,mps2,-1.33767963,6.78726347e-05,100
3896,Hybrid,mixture2,-1.33759544,7.66252923e-05,100
3897,Metropolis,metropolis,-1.33662708,3.81153713e-04,100
3897,Row-Update,mps2,-1.33767078,6.91781021e-05,100
3897,Hybrid,mixture2,-1.33760077,7.71287032e-05,100
3898,Metropolis,metropolis,-1.33662039,3.81050686e-04,100
3898,Row-Update,mps2,-1.33767251,6.92470257e-05,100
3898,Hybrid,mixture2,-1.33759949,7.65305026e-05,100
3899,Metropolis,metropolis,-1.33662491,3.81114471e-04,100
3899,Row-Update,mps2,-1.33768935,6.65241188e-05,100
3899,Hybrid,mixture2,-1.33760077,7.58585239e-05,100
3900,Metropolis,metropolis,-1.33661571,3.80852734e-04,100
3900,Row-Update,mps2,-1.33769035,6.61506526e-05,100
3900,Hybrid,mixture2,-1.33760853,7.43484873e-05,100
3901,Metropolis,metropolis,-1.33661607,3.80999711e-04,100
3901,Row-Update,mps2,-1.33767520,6.81538380e-05,100
3901,Hybrid,mixture2,-1.33760842,7.52342575e-05,100
3902,Metropolis,metropolis,-1.33661521,3.80987519e-04,100
3902,Row-Update,mps2,-1.33768154,6.61768726e-05,100
3902,Hybrid,mixture2,-1.33760153,7.54754785e-05,100
3903,Metropolis,metropolis,-1.33661893,3.81140571e-04,100
3903,Row-Update,mps2,-1.33768462,6.62309994e-05,100
3903,Hybrid,mixture2,-1.33761206,7.52913185e-05,100
3904,Metropolis,metropolis,-1.33662264,3.80790136e-04,100
3904,Row-Update,mps2,-1.33768078,6.76011068e-05,100
3904,Hybrid,mixture2,-1.33760400,7.56229653e-05,100
3905,Metropolis,metropolis,-1.33661701,3.80646996e-04,100
3905,Row-Update,mps2,-1.33767260,6.82951526e-05,100
3905,Hybrid,mixture2,-1.33760799,7.55473378e-05,100
3906,Metropolis,metropolis,-1.33662167,3.80666651e-04,100
3906,Row-Update,mps2,-1.33767669,6.79967150e-05,100
3906,Hybrid,mixture2,-1.33760471,7.53623758e-05,100
3907,Metropolis,metropolis,-1.33662200,3.80762933e-04,100
3907,Row-Update,mps2,-1.33767437,6.77101198e-05,100
3907,Hybrid,mixture2,-1.33760954,7.55609229e-05,100
3908,Metropolis,metropolis,-1.33661004,3.81007443e-04,100
3908,Row-Update,mps2,-1.33768397,6.70794264e-05,100
3908,Hybrid,mixture2,-1.33761237,7.50895776e-05,100
3909,Metropolis,metropolis,-1.33661386,3.81156068e-04,100
3909,Row-Update,mps2,-1.33768366,6.77877081e-05,100
3909,Hybrid,mixture2,-1.33761123,7.43780924e-05,100
3910,Metropolis,metropolis,-1.33662621,3.80771738e-04,100
3910,Row-Update,mps2,-1.33768293,6.68575705e-05,100
3910,Hybrid,mixture2,-1.33761210,7.53156257e-05,100
3911,Metropolis,metropolis,-1.33661571,3.81078187e-04,100
3911,Row-Update,mps2,-1.33768194,6.76581287e-05,100
3911,Hybrid,mixture2,-1.33760635,7.49681908e-05,100
3912,Metropolis,metropolis,-1.33661300,3.80539106e-04,100
3912,Row-Update,mps2,-1.33766799,6.99127849e-05,100
3912,Hybrid,mixture2,-1.33760791,7.59928179e-05,100
3913,Metropolis,metropolis,-1.33662311,3.80462569e-04,100
3913,Row-Update,mps2,-1.33766945,7.28676692e-05,100
3913,Hybrid,mixture2,-1.33760233,7.58625309e-05,100
3914,Metropolis,metropolis,-1.33661677,3.81115182e-04,100
3914,Row-Update,mps2,-1.33766268,7.36975886e-05,100
3914,Hybrid,mixture2,-1.33761185,7.60306416e-05,100
3915,Metropolis,metropolis,-1.33661730,3.80969850e-04,100
3915,Row-Update,mps2,-1.33768174,6.92308630e-05,100
3915,Hybrid,mixture2,-1.33761094,7.54377721e-05,100
3916,Metropolis,metropolis,-1.33662079,3.80533805e-04,100
3916,Row-Update,mps2,-1.33767206,7.17538153e-05,100
3916,Hybrid,mixture2,-1.33762526,7.51312543e-05,100
3917,Metropolis,metropolis,-1.33662237,3.80792786e-04,100
3917,Row-Update,mps2,-1.33756215,1.47920836e-04,100
3917,Hybrid,mixture2,-1.33760806,7.55459065e-05,100
3918,Metropolis,metropolis,-1.33662530,3.80957634e-04,100
3918,Row-Update,mps2,-1.33757853,1.31593458e-04,100
3918,Hybrid,mixture2,-1.33761171,7.54954869e-05,100
3919,Metropolis,metropolis,-1.33661100,3.80763050e-04,100
3919,Row-Update,mps2,-1.33758701,1.24977550e-04,100
3919,Hybrid,mixture2,-1.33760084,7.60397376e-05,100
3920,Metropolis,metropolis,-1.33661657,3.80787005e-04,100
3920,Row-Update,mps2,-1.33761339,1.14302712e-04,100
3920,Hybrid,mixture2,-1.33760727,7.59028580e-05,100
3921,Metropolis,metropolis,-1.33661986,3.81099788e-04,100
3921,Row-Update,mps2,-1.33761739,1.13740210e-04,100
3921,Hybrid,mixture2,-1.33761663,7.57199875e-05,100
3922,Metropolis,metropolis,-1.33661543,3.81173203e-04,100
3922,Row-Update,mps2,-1.33761764,1.06509394e-04,100
3922,Hybrid,mixture2,-1.33760370,7.60077053e-05,100
3923,Metropolis,metropolis,-1.33662093,3.80548286e-04,100
3923,Row-Update,mps2,-1.33759189,1.21010919e-04,100
3923,Hybrid,mixture2,-1.33762286,7.49685855e-05,100
3924,Metropolis,metropolis,-1.33661435,3.80916189e-04,100
3924,Row-Update,mps2,-1.33761192,1.07973798e-04,100
3924,Hybrid,mixture2,-1.33760683,7.53732983e-05,100
3925,Metropolis,metropolis,-1.33661388,3.80672496e-04,100
3925,Row-Update,mps2,-1.33760193,1.18544456e-04,100
3925,Hybrid,mixture2,-1.33760709,7.57619329e-05,100
3926,Metropolis,metropolis,-1.33661772,3.81254137e-04,100
3926,Row-Update,mps2,-1.33758721,1.24486630e-04,100
3926,Hybrid,mixture2,-1.33760186,7.59659696e-05,100
3927,Metropolis,metropolis,-1.33661941,3.81336318e-04,100
3927,Row-Update,mps2,-1.33755186,1.54436634e-04,100
3927,Hybrid,mixture2,-1.33760718,7.48990707e-05,100
3928,Metropolis,metropolis,-1.33661528,3.81363364e-04,100
3928,Row-Update,mps2,-1.33759099,1.16311341e-04,100
3928,Hybrid,mixture2,-1.33760655,7.52976600e-05,100
3929,Metropolis,metropolis,-1.33661531,3.80827552e-04,100
3929,Row-Update,mps2,-1.33760366,1.06847324e-04,100
3929,Hybrid,mixture2,-1.33761830,7.41457168e-05,100
3930,Metropolis,metropolis,-1.33661704,3.81309918e-04,100
3930,Row-Update,mps2,-1.33761134,1.03284833e-04,100
3930,Hybrid,mixture2,-1.33763001,7.48227189e-05,100
3931,Metropolis,metropolis,-1.33661301,3.81032447e-04,100
3931,Row-Update,mps2,-1.33764420,8.18917262e-05,100
3931,Hybrid,mixture2,-1.33761263,7.51820092e-05,100
3932,Metropolis,metropolis,-1.33661834,3.81125929e-04,100
3932,Row-Update,mps2,-1.33765922,7.78353362e-05,100
3932,Hybrid,mixture2,-1.33761926,7.50400280e-05,100
3933,Metropolis,metropolis,-1.33662608,3.80787067e-04,100
3933,Row-Update,mps2,-1.33764201,8.30965686e-05,100
3933,Hybrid,mixture2,-1.33761444,7.60203560e-05,100
3934,Metropolis,metropolis,-1.33661113,3.80838789e-04,100
3934,Row-Update,mps2,-1.33767104,6.94855834e-05,100
3934,Hybrid,mixture2,-1.33762021,7.45994498e-05,100
3935,Metropolis,metropolis,-1.33661064,3.80855186e-04,100
3935,Row-Update,mps2,-1.33766119,6.98785185e-05,100
3935,Hybrid,mixture2,-1.33761555,7.54054698e-05,100
3936,Metropolis,metropolis,-1.33661073,3.81026406e-04,100
3936,Row-Update,mps2,-1.33766723,7.14120643e-05,100
3936,Hybrid,mixture2,-1.33760893,7.61293931e-05,100
3937,Metropolis,metropolis,-1.33661073,3.80839591e-04,100
3937,Row-Update,mps2,-1.33766443,6.96960576e-05,100
3937,Hybrid,mixture2,-1.33760478,7.54660576e-05,100
3938,Metropolis,metropolis,-1.33661215,3.81325137e-04,100
3938,Row-Update,mps2,-1.33766830,7.39880116e-05,100
3938,Hybrid,mixture2,-1.33761499,7.50843386e-05,100
3939,Metropolis,metropolis,-1.33661413,3.81077908e-04,100
3939,Row-Update,mps2,-1.33767605,6.78011645e-05,100
3939,Hybrid,mixture2,-1.33761784,7.51497553e-05,100
3940,Metropolis,metropolis,-1.33660733,3.81742352e-04,100
3940,Row-Update,mps2,-1.33768183,6.69856566e-05,100
3940,Hybrid,mixture2,-1.33761740,7.47570922e-05,100
3941,Metropolis,metropolis,-1.33660493,3.80976297e-04,100
3941,Row-Update,mps2,-1.33767196,6.80926164e-05,100
3941,Hybrid,mixture2,-1.33762446,7.49643571e-05,100
3942,Metropolis,metropolis,-1.33661501,3.81202233e-04,100
3942,Row-Update,mps2,-1.33769898,6.63967520e-05,100
3942,Hybrid,mixture2,-1.33762367,7.52959905e-05,100
3943,Metropolis,metropolis,-1.33661210,3.80804328e-04,100
3943,Row-Update,mps2,-1.33768803,6.56224866e-05,100
3943,Hybrid,mixture2,-1.33762148,7.59062696e-05,100
3944,Metropolis,metropolis,-1.33661287,3.81605583e-04,100
3944,Row-Update,mps2,-1.33769524,6.63811363e-05,100
3944,Hybrid,mixture2,-1.33761226,7.54341318e-05,100
3945,Metropolis,metropolis,-1.33661434,3.81228175e-04,100
3945,Row-Update,mps2,-1.33769247,6.65767760e-05,100
3945,Hybrid,mixture2,-1.33761727,7.65043295e-05,100
3946,Metropolis,metropolis,-1.33661789,3.81244287e-04,100
3946,Row-Update,mps2,-1.33770227,6.46494085e-05,100
3946,Hybrid,mixture2,-1.33760470,7.54109855e-05,100
3947,Metropolis,metropolis,-1.33661540,3.80954000e-04,100
3947,Row-Update,mps2,-1.33770273,6.47945799e-05,100
3947,Hybrid,mixture2,-1.33761307,7.49292443e-05,100
3948,Metropolis,metropolis,-1.33661367,3.81010093e-04,100
3948,Row-Update,mps2,-1.33769704,6.43953129e-05,100
3948,Hybrid,mixture2,-1.33761365,7.51305008e-05,100
3949,Metropolis,metropolis,-1.33661776,3.81474584e-04,100
3949,Row-Update,mps2,-1.33769322,6.53915239e-05,100
3949,Hybrid,mixture2,-1.33761834,7.49695381e-05,100
3950,Metropolis,metropolis,-1.33660951,3.80998200e-04,100
3950,Row-Update,mps2,-1.33769618,6.45497121e-05,100
3950,Hybrid,mixture2,-1.33761776,7.58604509e-05,100
3951,Metropolis,metropolis,-1.33661601,3.81181546e-04,100
3951,Row-Update,mps2,-1.33769203,6.52428110e-05,100
3951,Hybrid,mixture2,-1.33760955,7.59535086e-05,100
3952,Metropolis,metropolis,-1.33661385,3.81158787e-04,100
3952,Row-Update,mps2,-1.33769184,6.55263209e-05,100
3952,Hybrid,mixture2,-1.33761371,7.54505567e-05,100
3953,Metropolis,metropolis,-1.33662018,3.81519610e-04,100
3953,Row-Update,mps2,-1.33769954,6.56691879e-05,100
3953,Hybrid,mixture2,-1.33761575,7.47897763e-05,100
3954,Metropolis,metropolis,-1.33661571,3.81386498e-04,100
3954,Row-Update,mps2,-1.33770056,6.43933112e-05,100
3954,Hybrid,mixture2,-1.33761696,7.51590586e-05,100
3955,Metropolis,metropolis,-1.33661803,3.80578973e-04,100
3955,Row-Update,mps2,-1.33770398,6.63058496e-05,100
3955,Hybrid,mixture2,-1.33760156,7.52050589e-05,100
3956,Metropolis,metropolis,-1.33662181,3.80569849e-04,100
3956,Row-Update,mps2,-1.33770439,6.64664402e-05,100
3956,Hybrid,mixture2,-1.33760518,7.47805844e-05,100
3957,Metropolis,metropolis,-1.33661904,3.80718879e-04,100
3957,Row-Update,mps2,-1.33770566,6.65712489e-05,100
3957,Hybrid,mixture2,-1.33760923,7.50328152e-05,100
3958,Metropolis,metropolis,-1.33662195,3.80574208e-04,100
3958,Row-Update,mps2,-1.33770023,6.51562666e-05,100
3958,Hybrid,mixture2,-1.33761302,7.48062078e-05,100
3959,Metropolis,metropolis,-1.33661641,3.81129301e-04,100
3959,Row-Update,mps2,-1.33770165,6.59434907e-05,100
3959,Hybrid,mixture2,-1.33761310,7.57985042e-05,100
3960,Metropolis,metropolis,-1.33661719,3.81007344e-04,100
3960,Row-Update,mps2,-1.33770279,6.57696969e-05,100
3960,Hybrid,mixture2,-1.33761693,7.45270731e-05,100
3961,Metropolis,metropolis,-1.33662282,3.81103185e-04,100
3961,Row-Update,mps2,-1.33769901,6.72040731e-05,100
3961,Hybrid,mixture2,-1.33760938,7.47722337e-05,100
