step,method,source_method,mean_energy_per_site,standard_error_of_mean,n_independent_runs
1270,Row-Update,mps,-1.39572638,1.76258095e-03,20
1270,Hybrid,mixture,-1.39653220,1.69586631e-03,20
1271,Metropolis,metropolis,-1.39070263,2.49711505e-03,20
1271,Row-Update,mps,-1.39576859,1.76456739e-03,20
1271,Hybrid,mixture,-1.39652234,1.70159352e-03,20
1272,Metropolis,metropolis,-1.39070419,2.49762924e-03,20
1272,Row-Update,mps,-1.39574997,1.76499138e-03,20
1272,Hybrid,mixture,-1.39654667,1.69333286e-03,20
1273,Metropolis,metropolis,-1.39070542,2.49778482e-03,20
1273,Row-Update,mps,-1.39577211,1.76817317e-03,20
1273,Hybrid,mixture,-1.39654731,1.69653419e-03,20
1274,Metropolis,metropolis,-1.39070338,2.49650474e-03,20
1274,Row-Update,mps,-1.39577213,1.76633815e-03,20
1274,Hybrid,mixture,-1.39652544,1.69680776e-03,20
1275,Metropolis,metropolis,-1.39069804,2.49792001e-03,20
1275,Row-Update,mps,-1.39577743,1.76262962e-03,20
1275,Hybrid,mixture,-1.39653880,1.69309213e-03,20
1276,Metropolis,metropolis,-1.39069132,2.49272048e-03,20
1276,Row-Update,mps,-1.39577859,1.76753759e-03,20
1276,Hybrid,mixture,-1.39651612,1.70171701e-03,20
1277,Metropolis,metropolis,-1.39069308,2.49272441e-03,20
1277,Row-Update,mps,-1.39575941,1.76621179e-03,20
1277,Hybrid,mixture,-1.39651708,1.69951394e-03,20
1278,Metropolis,metropolis,-1.39070075,2.49631625e-03,20
1278,Row-Update,mps,-1.39577534,1.76790926e-03,20
1278,Hybrid,mixture,-1.39652592,1.70216808e-03,20
1279,Metropolis,metropolis,-1.39069829,2.49614341e-03,20
1279,Row-Update,mps,-1.39578517,1.76810459e-03,20
1279,Hybrid,mixture,-1.39650617,1.70468209e-03,20
1280,Metropolis,metropolis,-1.39069625,2.49713976e-03,20
1280,Row-Update,mps,-1.39578070,1.76607365e-03,20
1280,Hybrid,mixture,-1.39650102,1.70550607e-03,20
1281,Metropolis,metropolis,-1.39070892,2.49309565e-03,20
1281,Row-Update,mps,-1.39579119,1.76812072e-03,20
1281,Hybrid,mixture,-1.39651051,1.70041392e-03,20
1282,Metropolis,metropolis,-1.39070519,2.49641220e-03,20
1282,Row-Update,mps,-1.39579285,1.76684601e-03,20
1282,Hybrid,mixture,-1.39653014,1.70775147e-03,20
1283,Metropolis,metropolis,-1.39071691,2.49252607e-03,20
1283,Row-Update,mps,-1.39581287,1.76667336e-03,20
1283,Hybrid,mixture,-1.39653911,1.70191490e-03,20
1284,Metropolis,metropolis,-1.39070210,2.49520262e-03,20
1284,Row-Update,mps,-1.39579766,1.76804600e-03,20
1284,Hybrid,mixture,-1.39653074,1.70413502e-03,20
1285,Metropolis,metropolis,-1.39071032,2.49418353e-03,20
1285,Row-Update,mps,-1.39577309,1.76506265e-03,20
1285,Hybrid,mixture,-1.39651303,1.70342786e-03,20
1286,Metropolis,metropolis,-1.39071744,2.49585939e-03,20
1286,Row-Update,mps,-1.39580190,1.76720902e-03,20
1286,Hybrid,mixture,-1.39652998,1.70410465e-03,20
1287,Metropolis,metropolis,-1.39071222,2.49131521e-03,20
1287,Row-Update,mps,-1.39580875,1.76956908e-03,20
1287,Hybrid,mixture,-1.39652438,1.70145672e-03,20
1288,Metropolis,metropolis,-1.39071615,2.49352186e-03,20
1288,Row-Update,mps,-1.39579623,1.76824938e-03,20
1288,Hybrid,mixture,-1.39655256,1.70063749e-03,20
1289,Metropolis,metropolis,-1.39070495,2.49434852e-03,20
1289,Row-Update,mps,-1.39579951,1.77020174e-03,20
1289,Hybrid,mixture,-1.39651482,1.70009054e-03,20
1290,Metropolis,metropolis,-1.39071140,2.49386039e-03,20
1290,Row-Update,mps,-1.39581113,1.76974590e-03,20
1290,Hybrid,mixture,-1.39652039,1.70769222e-03,20
1291,Metropolis,metropolis,-1.39071569,2.49092506e-03,20
1291,Row-Update,mps,-1.39578836,1.76332279e-03,20
1291,Hybrid,mixture,-1.39651092,1.69849262e-03,20
1292,Metropolis,metropolis,-1.39071796,2.49236037e-03,20
1292,Row-Update,mps,-1.39581143,1.76844568e-03,20
1292,Hybrid,mixture,-1.39652489,1.70502236e-03,20
1293,Metropolis,metropolis,-1.39070002,2.49289703e-03,20
1293,Row-Update,mps,-1.39580970,1.76597495e-03,20
1293,Hybrid,mixture,-1.39654850,1.70086128e-03,20
1294,Metropolis,metropolis,-1.39072160,2.49324946e-03,20
1294,Row-Update,mps,-1.39579983,1.77031865e-03,20
1294,Hybrid,mixture,-1.39653872,1.70184157e-03,20
1295,Metropolis,metropolis,-1.39070991,2.49453739e-03,20
1295,Row-Update,mps,-1.39579067,1.76662813e-03,20
1295,Hybrid,mixture,-1.39652599,1.69854245e-03,20
1296,Metropolis,metropolis,-1.39069938,2.49121759e-03,20
1296,Row-Update,mps,-1.39582143,1.76955003e-03,20
1296,Hybrid,mixture,-1.39655409,1.69496350e-03,20
1297,Metropolis,metropolis,-1.39071718,2.49269243e-03,20
1297,Row-Update,mps,-1.39580748,1.76861354e-03,20
1297,Hybrid,mixture,-1.39652166,1.70102872e-03,20
1298,Metropolis,metropolis,-1.39071670,2.49370443e-03,20
1298,Row-Update,mps,-1.39581263,1.76780305e-03,20
1298,Hybrid,mixture,-1.39654426,1.70281892e-03,20
1299,Metropolis,metropolis,-1.39072725,2.49033729e-03,20
1299,Row-Update,mps,-1.39581219,1.76782359e-03,20
1299,Hybrid,mixture,-1.39657274,1.69331540e-03,20
1300,Metropolis,metropolis,-1.39071288,2.49236480e-03,20
1300,Row-Update,mps,-1.39580130,1.77218324e-03,20
1300,Hybrid,mixture,-1.39655841,1.69335135e-03,20
1301,Metropolis,metropolis,-1.39071726,2.49037361e-03,20
1301,Row-Update,mps,-1.39581500,1.77074528e-03,20
1301,Hybrid,mixture,-1.39655887,1.69539860e-03,20
1302,Metropolis,metropolis,-1.39071031,2.49332835e-03,20
1302,Row-Update,mps,-1.39581450,1.76934146e-03,20
1302,Hybrid,mixture,-1.39653211,1.70092991e-03,20
1303,Metropolis,metropolis,-1.39072264,2.49145297e-03,20
1303,Row-Update,mps,-1.39581389,1.76756261e-03,20
1303,Hybrid,mixture,-1.39654434,1.69974272e-03,20
1304,Metropolis,metropolis,-1.39070708,2.49390433e-03,20
1304,Row-Update,mps,-1.39582082,1.76893101e-03,20
1304,Hybrid,mixture,-1.39654365,1.69662027e-03,20
1305,Metropolis,metropolis,-1.39071374,2.49237736e-03,20
1305,Row-Update,mps,-1.39582399,1.76997431e-03,20
1305,Hybrid,mixture,-1.39654507,1.69986697e-03,20
1306,Metropolis,metropolis,-1.39071612,2.49013113e-03,20
1306,Row-Update,mps,-1.39581701,1.77116221e-03,20
1306,Hybrid,mixture,-1.39653260,1.70205085e-03,20
1307,Metropolis,metropolis,-1.39072212,2.49427464e-03,20
1307,Row-Update,mps,-1.39582337,1.76974483e-03,20
1307,Hybrid,mixture,-1.39654741,1.69259610e-03,20
1308,Metropolis,metropolis,-1.39071259,2.49188648e-03,20
1308,Row-Update,mps,-1.39583159,1.77039095e-03,20
1308,Hybrid,mixture,-1.39655417,1.69504033e-03,20
1309,Metropolis,metropolis,-1.39071431,2.49057729e-03,20
1309,Row-Update,mps,-1.39582973,1.76583965e-03,20
1309,Hybrid,mixture,-1.39655311,1.69676079e-03,20
1310,Metropolis,metropolis,-1.39071522,2.49286717e-03,20
1310,Row-Update,mps,-1.39581603,1.77047797e-03,20
1310,Hybrid,mixture,-1.39655356,1.69733864e-03,20
1311,Metropolis,metropolis,-1.39073426,2.48795226e-03,20
1311,Row-Update,mps,-1.39581842,1.77259026e-03,20
1311,Hybrid,mixture,-1.39655041,1.69301618e-03,20
1312,Metropolis,metropolis,-1.39073123,2.49270218e-03,20
1312,Row-Update,mps,-1.39583085,1.76727475e-03,20
1312,Hybrid,mixture,-1.39655614,1.69767667e-03,20
1313,Metropolis,metropolis,-1.39072188,2.49025805e-03,20
1313,Row-Update,mps,-1.39581655,1.77364204e-03,20
1313,Hybrid,mixture,-1.39656315,1.69258812e-03,20
1314,Metropolis,metropolis,-1.39070574,2.49024865e-03,20
1314,Row-Update,mps,-1.39582468,1.76835151e-03,20
1314,Hybrid,mixture,-1.39656525,1.69067896e-03,20
1315,Metropolis,metropolis,-1.39070467,2.48836181e-03,20
1315,Row-Update,mps,-1.39582830,1.77080031e-03,20
1315,Hybrid,mixture,-1.39655831,1.69293440e-03,20
1316,Metropolis,metropolis,-1.39072357,2.48885336e-03,20
1316,Row-Update,mps,-1.39583479,1.77132005e-03,20
1316,Hybrid,mixture,-1.39657581,1.69241840e-03,20
1317,Metropolis,metropolis,-1.39072957,2.49081122e-03,20
1317,Row-Update,mps,-1.39583822,1.76877847e-03,20
1317,Hybrid,mixture,-1.39655731,1.69812262e-03,20
1318,Metropolis,metropolis,-1.39072818,2.49092896e-03,20
1318,Row-Update,mps,-1.39582875,1.76812207e-03,20
1318,Hybrid,mixture,-1.39656809,1.69145545e-03,20
1319,Metropolis,metropolis,-1.39072133,2.49150970e-03,20
1319,Row-Update,mps,-1.39583164,1.77049598e-03,20
1319,Hybrid,mixture,-1.39654748,1.69675589e-03,20
1320,Metropolis,metropolis,-1.39072728,2.49195357e-03,20
1320,Row-Update,mps,-1.39582347,1.76786786e-03,20
1320,Hybrid,mixture,-1.39654619,1.69717825e-03,20
1321,Metropolis,metropolis,-1.39071663,2.49088441e-03,20
1321,Row-Update,mps,-1.39582931,1.76695778e-03,20
1321,Hybrid,mixture,-1.39654660,1.69731761e-03,20
1322,Metropolis,metropolis,-1.39072186,2.49087090e-03,20
1322,Row-Update,mps,-1.39582976,1.76855796e-03,20
1322,Hybrid,mixture,-1.39655427,1.69454648e-03,20
1323,Metropolis,metropolis,-1.39072572,2.48941992e-03,20
1323,Row-Update,mps,-1.39584731,1.76809924e-03,20
1323,Hybrid,mixture,-1.39656384,1.69285655e-03,20
1324,Metropolis,metropolis,-1.39073075,2.49249441e-03,20
1324,Row-Update,mps,-1.39583677,1.76843391e-03,20
1324,Hybrid,mixture,-1.39655802,1.69184185e-03,20
1325,Metropolis,metropolis,-1.39072946,2.49179009e-03,20
1325,Row-Update,mps,-1.39583637,1.77002814e-03,20
1325,Hybrid,mixture,-1.39656507,1.69124631e-03,20
1326,Metropolis,metropolis,-1.39072640,2.49467672e-03,20
1326,Row-Update,mps,-1.39584549,1.77228550e-03,20
1326,Hybrid,mixture,-1.39657670,1.69316872e-03,20
1327,Metropolis,metropolis,-1.39073740,2.49028750e-03,20
1327,Row-Update,mps,-1.39583898,1.77109382e-03,20
1327,Hybrid,mixture,-1.39658375,1.68976873e-03,20
1328,Metropolis,metropolis,-1.39071247,2.49043661e-03,20
1328,Row-Update,mps,-1.39583634,1.77087507e-03,20
1328,Hybrid,mixture,-1.39656598,1.69168184e-03,20
1329,Metropolis,metropolis,-1.39073104,2.49016822e-03,20
1329,Row-Update,mps,-1.39583543,1.76857859e-03,20
1329,Hybrid,mixture,-1.39657230,1.68898131e-03,20
1330,Metropolis,metropolis,-1.39072030,2.49008815e-03,20
1330,Row-Update,mps,-1.39584888,1.77254915e-03,20
1330,Hybrid,mixture,-1.39657012,1.69022521e-03,20
1331,Metropolis,metropolis,-1.39071071,2.49214993e-03,20
1331,Row-Update,mps,-1.39582862,1.77311669e-03,20
1331,Hybrid,mixture,-1.39658777,1.69273535e-03,20
1332,Metropolis,metropolis,-1.39073899,2.49160921e-03,20
1332,Row-Update,mps,-1.39584802,1.76654472e-03,20
1332,Hybrid,mixture,-1.39658289,1.68818619e-03,20
1333,Metropolis,metropolis,-1.39073564,2.48556696e-03,20
1333,Row-Update,mps,-1.39585526,1.76968951e-03,20
1333,Hybrid,mixture,-1.39656019,1.69153809e-03,20
1334,Metropolis,metropolis,-1.39071843,2.49009417e-03,20
1334,Row-Update,mps,-1.39585684,1.77183518e-03,20
1334,Hybrid,mixture,-1.39657816,1.69113995e-03,20
1335,Metropolis,metropolis,-1.39073689,2.49190594e-03,20
1335,Row-Update,mps,-1.39585614,1.76926733e-03,20
1335,Hybrid,mixture,-1.39654275,1.69526392e-03,20
1336,Metropolis,metropolis,-1.39071977,2.48970463e-03,20
1336,Row-Update,mps,-1.39585743,1.77134372e-03,20
1336,Hybrid,mixture,-1.39656999,1.69195509e-03,20
1337,Metropolis,metropolis,-1.39071269,2.48916782e-03,20
1337,Row-Update,mps,-1.39585965,1.76783218e-03,20
1337,Hybrid,mixture,-1.39655235,1.69485294e-03,20
1338,Metropolis,metropolis,-1.39072700,2.48913144e-03,20
1338,Row-Update,mps,-1.39586063,1.77112983e-03,20
1338,Hybrid,mixture,-1.39658302,1.68842515e-03,20
1339,Metropolis,metropolis,-1.39072930,2.49015622e-03,20
1339,Row-Update,mps,-1.39586383,1.77063047e-03,20
1339,Hybrid,mixture,-1.39656791,1.69071669e-03,20
1340,Metropolis,metropolis,-1.39072878,2.49120219e-03,20
1340,Row-Update,mps,-1.39584840,1.77124060e-03,20
1340,Hybrid,mixture,-1.39655086,1.69412601e-03,20
1341,Metropolis,metropolis,-1.39072419,2.48874225e-03,20
1341,Row-Update,mps,-1.39586996,1.77473507e-03,20
1341,Hybrid,mixture,-1.39656838,1.69296996e-03,20
1342,Metropolis,metropolis,-1.39071452,2.48914528e-03,20
1342,Row-Update,mps,-1.39585735,1.77088234e-03,20
1342,Hybrid,mixture,-1.39658900,1.68568385e-03,20
1343,Metropolis,metropolis,-1.39072895,2.48946482e-03,20
1343,Row-Update,mps,-1.39586241,1.77303860e-03,20
1343,Hybrid,mixture,-1.39657810,1.69207979e-03,20
1344,Metropolis,metropolis,-1.39072507,2.49032396e-03,20
1344,Row-Update,mps,-1.39587152,1.77263969e-03,20
1344,Hybrid,mixture,-1.39657209,1.69329867e-03,20
1345,Metropolis,metropolis,-1.39071651,2.49292790e-03,20
1345,Row-Update,mps,-1.39587105,1.76988060e-03,20
1345,Hybrid,mixture,-1.39654270,1.69683173e-03,20
1346,Metropolis,metropolis,-1.39072908,2.48742507e-03,20
1346,Row-Update,mps,-1.39587181,1.77044877e-03,20
1346,Hybrid,mixture,-1.39653979,1.70040255e-03,20
1347,Metropolis,metropolis,-1.39073983,2.48902159e-03,20
1347,Row-Update,mps,-1.39588273,1.76945494e-03,20
1347,Hybrid,mixture,-1.39653324,1.70018787e-03,20
1348,Metropolis,metropolis,-1.39072673,2.49112089e-03,20
1348,Row-Update,mps,-1.39586951,1.77320433e-03,20
1348,Hybrid,mixture,-1.39656979,1.69162712e-03,20
1349,Metropolis,metropolis,-1.39072647,2.48845942e-03,20
1349,Row-Update,mps,-1.39588276,1.77502327e-03,20
1349,Hybrid,mixture,-1.39656990,1.69165244e-03,20
1350,Metropolis,metropolis,-1.39074378,2.49479758e-03,20
1350,Row-Update,mps,-1.39589010,1.77474223e-03,20
1350,Hybrid,mixture,-1.39654316,1.69631909e-03,20
1351,Metropolis,metropolis,-1.39072997,2.49059722e-03,20
1351,Row-Update,mps,-1.39589312,1.77344441e-03,20
1351,Hybrid,mixture,-1.39654652,1.69526634e-03,20
1352,Metropolis,metropolis,-1.39073056,2.48805735e-03,20
1352,Row-Update,mps,-1.39590793,1.77729477e-03,20
1352,Hybrid,mixture,-1.39655114,1.69864583e-03,20
1353,Metropolis,metropolis,-1.39071691,2.49017529e-03,20
1353,Row-Update,mps,-1.39590475,1.77740488e-03,20
1353,Hybrid,mixture,-1.39654274,1.69323167e-03,20
1354,Metropolis,metropolis,-1.39073147,2.49114994e-03,20
1354,Row-Update,mps,-1.39588723,1.76704414e-03,20
1354,Hybrid,mixture,-1.39655363,1.69736609e-03,20
1355,Metropolis,metropolis,-1.39072198,2.48961385e-03,20
1355,Row-Update,mps,-1.39590016,1.77309923e-03,20
1355,Hybrid,mixture,-1.39654798,1.70181781e-03,20
1356,Metropolis,metropolis,-1.39071890,2.49217699e-03,20
1356,Row-Update,mps,-1.39588792,1.77177810e-03,20
1356,Hybrid,mixture,-1.39657432,1.69304714e-03,20
1357,Metropolis,metropolis,-1.39073314,2.49061943e-03,20
1357,Row-Update,mps,-1.39589239,1.77378398e-03,20
1357,Hybrid,mixture,-1.39653060,1.69947607e-03,20
1358,Metropolis,metropolis,-1.39073503,2.48939052e-03,20
1358,Row-Update,mps,-1.39589370,1.77649836e-03,20
1358,Hybrid,mixture,-1.39655095,1.69227200e-03,20
1359,Metropolis,metropolis,-1.39071352,2.49527035e-03,20
1359,Row-Update,mps,-1.39589547,1.77524821e-03,20
1359,Hybrid,mixture,-1.39656818,1.69547428e-03,20
1360,Metropolis,metropolis,-1.39073280,2.48976997e-03,20
1360,Row-Update,mps,-1.39590975,1.77490074e-03,20
1360,Hybrid,mixture,-1.39653516,1.69786675e-03,20
1361,Metropolis,metropolis,-1.39072517,2.48953819e-03,20
1361,Row-Update,mps,-1.39591271,1.77405765e-03,20
1361,Hybrid,mixture,-1.39656402,1.69256453e-03,20
1362,Metropolis,metropolis,-1.39072702,2.49098958e-03,20
1362,Row-Update,mps,-1.39589546,1.77402178e-03,20
1362,Hybrid,mixture,-1.39656380,1.69339588e-03,20
1363,Metropolis,metropolis,-1.39072803,2.49084370e-03,20
1363,Row-Update,mps,-1.39591136,1.77473846e-03,20
1363,Hybrid,mixture,-1.39652553,1.70291906e-03,20
1364,Metropolis,metropolis,-1.39071834,2.49104425e-03,20
1364,Row-Update,mps,-1.39591165,1.77398284e-03,20
1364,Hybrid,mixture,-1.39655144,1.69704712e-03,20
1365,Metropolis,metropolis,-1.39071261,2.49227770e-03,20
1365,Row-Update,mps,-1.39591366,1.77524616e-03,20
1365,Hybrid,mixture,-1.39657818,1.68937960e-03,20
1366,Metropolis,metropolis,-1.39072960,2.49080300e-03,20
1366,Row-Update,mps,-1.39589821,1.77618871e-03,20
1366,Hybrid,mixture,-1.39656828,1.68764148e-03,20
1367,Metropolis,metropolis,-1.39072334,2.48943346e-03,20
1367,Row-Update,mps,-1.39590282,1.77334322e-03,20
1367,Hybrid,mixture,-1.39657419,1.69426452e-03,20
1368,Metropolis,metropolis,-1.39073116,2.48758873e-03,20
1368,Row-Update,mps,-1.39590793,1.77541140e-03,20
1368,Hybrid,mixture,-1.39657285,1.69202572e-03,20
1369,Metropolis,metropolis,-1.39073001,2.49056144e-03,20
1369,Row-Update,mps,-1.39592223,1.77427406e-03,20
1369,Hybrid,mixture,-1.39657277,1.69178044e-03,20
1370,Metropolis,metropolis,-1.39073766,2.48723391e-03,20
1370,Row-Update,mps,-1.39590839,1.77691226e-03,20
1370,Hybrid,mixture,-1.39657539,1.68902993e-03,20
1371,Metropolis,metropolis,-1.39072341,2.49141408e-03,20
1371,Row-Update,mps,-1.39591648,1.77263453e-03,20
1371,Hybrid,mixture,-1.39656304,1.69243413e-03,20
1372,Metropolis,metropolis,-1.39073308,2.48801438e-03,20
1372,Row-Update,mps,-1.39591868,1.77486712e-03,20
1372,Hybrid,mixture,-1.39657411,1.68914488e-03,20
1373,Metropolis,metropolis,-1.39073582,2.48969271e-03,20
1373,Row-Update,mps,-1.39589420,1.76897102e-03,20
1373,Hybrid,mixture,-1.39656250,1.69511403e-03,20
1374,Metropolis,metropolis,-1.39073817,2.49093471e-03,20
1374,Row-Update,mps,-1.39592646,1.77464726e-03,20
1374,Hybrid,mixture,-1.39653814,1.70615443e-03,20
1375,Metropolis,metropolis,-1.39073517,2.49062262e-03,20
1375,Row-Update,mps,-1.39593138,1.77661470e-03,20
1375,Hybrid,mixture,-1.39656415,1.69682812e-03,20
1376,Metropolis,metropolis,-1.39072935,2.49085219e-03,20
1376,Row-Update,mps,-1.39591952,1.77927121e-03,20
1376,Hybrid,mixture,-1.39657247,1.69061115e-03,20
1377,Metropolis,metropolis,-1.39072838,2.49137684e-03,20
1377,Row-Update,mps,-1.39591493,1.77654854e-03,20
1377,Hybrid,mixture,-1.39658166,1.69095911e-03,20
1378,Metropolis,metropolis,-1.39073916,2.48901974e-03,20
1378,Row-Update,mps,-1.39591405,1.77809906e-03,20
1378,Hybrid,mixture,-1.39657055,1.69235865e-03,20
1379,Metropolis,metropolis,-1.39073422,2.49203296e-03,20
1379,Row-Update,mps,-1.39592262,1.77679058e-03,20
1379,Hybrid,mixture,-1.39657076,1.68970809e-03,20
1380,Metropolis,metropolis,-1.39072335,2.48829361e-03,20
1380,Row-Update,mps,-1.39591739,1.77756984e-03,20
1380,Hybrid,mixture,-1.39656618,1.69347615e-03,20
1381,Metropolis,metropolis,-1.39072201,2.49049613e-03,20
1381,Row-Update,mps,-1.39592481,1.77486090e-03,20
1381,Hybrid,mixture,-1.39657598,1.69156876e-03,20
1382,Metropolis,metropolis,-1.39073219,2.48903409e-03,20
1382,Row-Update,mps,-1.39592402,1.77718877e-03,20
1382,Hybrid,mixture,-1.39654890,1.68980602e-03,20
1383,Metropolis,metropolis,-1.39073376,2.49128558e-03,20
1383,Row-Update,mps,-1.39591116,1.77634835e-03,20
1383,Hybrid,mixture,-1.39656415,1.69137782e-03,20
1384,Metropolis,metropolis,-1.39072060,2.49220383e-03,20
1384,Row-Update,mps,-1.39593743,1.77588509e-03,20
1384,Hybrid,mixture,-1.39656654,1.68841531e-03,20
1385,Metropolis,metropolis,-1.39072990,2.49114418e-03,20
1385,Row-Update,mps,-1.39591734,1.77586115e-03,20
1385,Hybrid,mixture,-1.39656144,1.69367913e-03,20
1386,Metropolis,metropolis,-1.39073801,2.48999270e-03,20
1386,Row-Update,mps,-1.39593003,1.77732376e-03,20
1386,Hybrid,mixture,-1.39657174,1.69060597e-03,20
1387,Metropolis,metropolis,-1.39073519,2.48970785e-03,20
1387,Row-Update,mps,-1.39593137,1.77540530e-03,20
1387,Hybrid,mixture,-1.39657014,1.68922009e-03,20
1388,Metropolis,metropolis,-1.39074019,2.49134068e-03,20
1388,Row-Update,mps,-1.39592736,1.77468189e-03,20
1388,Hybrid,mixture,-1.39656149,1.69177226e-03,20
1389,Metropolis,metropolis,-1.39072582,2.48996210e-03,20
1389,Row-Update,mps,-1.39593381,1.77723297e-03,20
1389,Hybrid,mixture,-1.39656334,1.69528403e-03,20
1390,Metropolis,metropolis,-1.39073242,2.49051688e-03,20
1390,Row-Update,mps,-1.39590722,1.77422089e-03,20
1390,Hybrid,mixture,-1.39658510,1.69016294e-03,20
1391,Metropolis,metropolis,-1.39073317,2.49209001e-03,20
1391,Row-Update,mps,-1.39593380,1.77609022e-03,20
1391,Hybrid,mixture,-1.39658234,1.68749682e-03,20
1392,Metropolis,metropolis,-1.39073163,2.49124967e-03,20
1392,Row-Update,mps,-1.39592140,1.77629683e-03,20
1392,Hybrid,mixture,-1.39659424,1.68374886e-03,20
1393,Metropolis,metropolis,-1.39073636,2.49237137e-03,20
1393,Row-Update,mps,-1.39593542,1.77524298e-03,20
1393,Hybrid,mixture,-1.39659281,1.68211975e-03,20
1394,Metropolis,metropolis,-1.39073697,2.48809705e-03,20
1394,Row-Update,mps,-1.39592350,1.77654063e-03,20
1394,Hybrid,mixture,-1.39655996,1.69029385e-03,20
1395,Metropolis,metropolis,-1.39072601,2.48937924e-03,20
1395,Row-Update,mps,-1.39592276,1.77669641e-03,20
1395,Hybrid,mixture,-1.39654522,1.69987335e-03,20
1396,Metropolis,metropolis,-1.39072336,2.49227767e-03,20
1396,Row-Update,mps,-1.39592856,1.77690977e-03,20
1396,Hybrid,mixture,-1.39658896,1.68189373e-03,20
1397,Metropolis,metropolis,-1.39072979,2.49231048e-03,20
1397,Row-Update,mps,-1.39593860,1.77377667e-03,20
1397,Hybrid,mixture,-1.39658801,1.68512681e-03,20
1398,Metropolis,metropolis,-1.39073819,2.48962967e-03,20
1398,Row-Update,mps,-1.39592750,1.77780621e-03,20
1398,Hybrid,mixture,-1.39658210,1.68925263e-03,20
1399,Metropolis,metropolis,-1.39073857,2.49032802e-03,20
1399,Row-Update,mps,-1.39591188,1.77638518e-03,20
1399,Hybrid,mixture,-1.39658299,1.68330775e-03,20
1400,Metropolis,metropolis,-1.39072833,2.49200143e-03,20
1400,Row-Update,mps,-1.39593172,1.77510721e-03,20
1400,Hybrid,mixture,-1.39658517,1.68809359e-03,20
1401,Metropolis,metropolis,-1.39073335,2.49083149e-03,20
1401,Row-Update,mps,-1.39592646,1.77846727e-03,20
1401,Hybrid,mixture,-1.39659005,1.68795731e-03,20
1402,Metropolis,metropolis,-1.39073184,2.48939002e-03,20
1402,Row-Update,mps,-1.39592771,1.77428251e-03,20
1402,Hybrid,mixture,-1.39656737,1.69137730e-03,20
1403,Metropolis,metropolis,-1.39072620,2.48746103e-03,20
1403,Row-Update,mps,-1.39593769,1.77603479e-03,20
1403,Hybrid,mixture,-1.39658173,1.69049567e-03,20
1404,Metropolis,metropolis,-1.39072539,2.49236745e-03,20
1404,Row-Update,mps,-1.39591677,1.77643114e-03,20
1404,Hybrid,mixture,-1.39659440,1.68533835e-03,20
1405,Metropolis,metropolis,-1.39073451,2.49135273e-03,20
1405,Row-Update,mps,-1.39593086,1.77567390e-03,20
1405,Hybrid,mixture,-1.39658363,1.68726608e-03,20
1406,Metropolis,metropolis,-1.39073863,2.49122738e-03,20
1406,Row-Update,mps,-1.39593112,1.77759333e-03,20
1406,Hybrid,mixture,-1.39658093,1.68668693e-03,20
1407,Metropolis,metropolis,-1.39074061,2.48856447e-03,20
1407,Row-Update,mps,-1.39591858,1.77789344e-03,20
1407,Hybrid,mixture,-1.39658200,1.68622398e-03,20
1408,Metropolis,metropolis,-1.39073834,2.49116952e-03,20
1408,Row-Update,mps,-1.39592532,1.77588544e-03,20
1408,Hybrid,mixture,-1.39658326,1.68876490e-03,20
1409,Metropolis,metropolis,-1.39073436,2.49165698e-03,20
1409,Row-Update,mps,-1.39592685,1.77589287e-03,20
1409,Hybrid,mixture,-1.39659639,1.68456806e-03,20
1410,Metropolis,metropolis,-1.39073129,2.49204910e-03,20
1410,Row-Update,mps,-1.39592149,1.77564017e-03,20
1410,Hybrid,mixture,-1.39659107,1.68427547e-03,20
1411,Metropolis,metropolis,-1.39073949,2.48942144e-03,20
1411,Row-Update,mps,-1.39592633,1.77949218e-03,20
1411,Hybrid,mixture,-1.39657694,1.68512724e-03,20
1412,Metropolis,metropolis,-1.39073856,2.49073547e-03,20
1412,Row-Update,mps,-1.39593429,1.77708912e-03,20
1412,Hybrid,mixture,-1.39656151,1.68898422e-03,20
1413,Metropolis,metropolis,-1.39073129,2.48848556e-03,20
1413,Row-Update,mps,-1.39593869,1.77331553e-03,20
1413,Hybrid,mixture,-1.39655867,1.69873408e-03,20
1414,Metropolis,metropolis,-1.39071832,2.48953997e-03,20
1414,Row-Update,mps,-1.39591451,1.77751293e-03,20
1414,Hybrid,mixture,-1.39659362,1.68240766e-03,20
1415,Metropolis,metropolis,-1.39073619,2.49081378e-03,20
1415,Row-Update,mps,-1.39593076,1.77516999e-03,20
1415,Hybrid,mixture,-1.39661277,1.68136817e-03,20
1416,Metropolis,metropolis,-1.39073751,2.49219239e-03,20
1416,Row-Update,mps,-1.39592529,1.77451586e-03,20
1416,Hybrid,mixture,-1.39661102,1.68328838e-03,20
1417,Metropolis,metropolis,-1.39073315,2.49255338e-03,20
1417,Row-Update,mps,-1.39594265,1.77279167e-03,20
1417,Hybrid,mixture,-1.39660022,1.68098443e-03,20
1418,Metropolis,metropolis,-1.39074238,2.49161676e-03,20
1418,Row-Update,mps,-1.39593016,1.77707648e-03,20
1418,Hybrid,mixture,-1.39659113,1.68397348e-03,20
1419,Metropolis,metropolis,-1.39074283,2.48948272e-03,20
1419,Row-Update,mps,-1.39593192,1.77720092e-03,20
1419,Hybrid,mixture,-1.39657233,1.69105539e-03,20
1420,Metropolis,metropolis,-1.39072965,2.48804402e-03,20
