step,method,source_method,mean_energy_per_site,standard_error_of_mean,n_independent_runs
2084,Metropolis,metropolis,-1.39086349,2.51858967e-03,20
2084,Row-Update,mps,-1.39694863,1.51580920e-03,20
2084,Hybrid,mixture,-1.39716455,1.60181469e-03,20
2085,Metropolis,metropolis,-1.39085695,2.51854778e-03,20
2085,Row-Update,mps,-1.39694683,1.51699324e-03,20
2085,Hybrid,mixture,-1.39716056,1.60317607e-03,20
2086,Metropolis,metropolis,-1.39085694,2.51653513e-03,20
2086,Row-Update,mps,-1.39696960,1.51924604e-03,20
2086,Hybrid,mixture,-1.39715983,1.60118418e-03,20
2087,Metropolis,metropolis,-1.39086088,2.51782878e-03,20
2087,Row-Update,mps,-1.39695252,1.51834023e-03,20
2087,Hybrid,mixture,-1.39715264,1.60236674e-03,20
2088,Metropolis,metropolis,-1.39086450,2.51731153e-03,20
2088,Row-Update,mps,-1.39694946,1.51286117e-03,20
2088,Hybrid,mixture,-1.39716021,1.60079939e-03,20
2089,Metropolis,metropolis,-1.39085387,2.51781693e-03,20
2089,Row-Update,mps,-1.39696066,1.51800890e-03,20
2089,Hybrid,mixture,-1.39715905,1.60294709e-03,20
2090,Metropolis,metropolis,-1.39085786,2.51812472e-03,20
2090,Row-Update,mps,-1.39695932,1.51777563e-03,20
2090,Hybrid,mixture,-1.39716021,1.60165222e-03,20
2091,Metropolis,metropolis,-1.39086765,2.51571895e-03,20
2091,Row-Update,mps,-1.39695681,1.51905733e-03,20
2091,Hybrid,mixture,-1.39716549,1.60162318e-03,20
2092,Metropolis,metropolis,-1.39086213,2.51715437e-03,20
2092,Row-Update,mps,-1.39695729,1.51827431e-03,20
2092,Hybrid,mixture,-1.39715985,1.60340808e-03,20
2093,Metropolis,metropolis,-1.39085749,2.51594487e-03,20
2093,Row-Update,mps,-1.39696089,1.51739890e-03,20
2093,Hybrid,mixture,-1.39715778,1.60163041e-03,20
2094,Metropolis,metropolis,-1.39085152,2.51702646e-03,20
2094,Row-Update,mps,-1.39695610,1.51979536e-03,20
2094,Hybrid,mixture,-1.39716000,1.60103048e-03,20
2095,Metropolis,metropolis,-1.39086908,2.51753262e-03,20
2095,Row-Update,mps,-1.39695777,1.51851425e-03,20
2095,Hybrid,mixture,-1.39716265,1.60152661e-03,20
2096,Metropolis,metropolis,-1.39087095,2.51664170e-03,20
2096,Row-Update,mps,-1.39696466,1.52162770e-03,20
2096,Hybrid,mixture,-1.39714990,1.60355110e-03,20
2097,Metropolis,metropolis,-1.39085934,2.51572799e-03,20
2097,Row-Update,mps,-1.39697136,1.51892531e-03,20
2097,Hybrid,mixture,-1.39715865,1.60100811e-03,20
2098,Metropolis,metropolis,-1.39086516,2.51646621e-03,20
2098,Row-Update,mps,-1.39697157,1.52180873e-03,20
2098,Hybrid,mixture,-1.39716237,1.60253117e-03,20
2099,Metropolis,metropolis,-1.39086885,2.51557298e-03,20
2099,Row-Update,mps,-1.39696436,1.51903229e-03,20
2099,Hybrid,mixture,-1.39716580,1.60313951e-03,20
2100,Metropolis,metropolis,-1.39087133,2.51779372e-03,20
2100,Row-Update,mps,-1.39697078,1.51896728e-03,20
2100,Hybrid,mixture,-1.39715412,1.60285129e-03,20
2101,Metropolis,metropolis,-1.39086440,2.51755801e-03,20
2101,Row-Update,mps,-1.39698142,1.51950214e-03,20
2101,Hybrid,mixture,-1.39715924,1.60058849e-03,20
2102,Metropolis,metropolis,-1.39086089,2.51661438e-03,20
2102,Row-Update,mps,-1.39696547,1.52053836e-03,20
2102,Hybrid,mixture,-1.39714955,1.60089547e-03,20
2103,Metropolis,metropolis,-1.39086204,2.51741307e-03,20
2103,Row-Update,mps,-1.39697489,1.52156262e-03,20
2103,Hybrid,mixture,-1.39715913,1.60187369e-03,20
2104,Metropolis,metropolis,-1.39085765,2.51642791e-03,20
2104,Row-Update,mps,-1.39697981,1.51995069e-03,20
2104,Hybrid,mixture,-1.39715664,1.60192894e-03,20
2105,Metropolis,metropolis,-1.39086447,2.51674482e-03,20
2105,Row-Update,mps,-1.39697732,1.51982821e-03,20
2105,Hybrid,mixture,-1.39715905,1.60110955e-03,20
2106,Metropolis,metropolis,-1.39086808,2.51643741e-03,20
2106,Row-Update,mps,-1.39697735,1.51851516e-03,20
2106,Hybrid,mixture,-1.39718049,1.60798058e-03,20
2107,Metropolis,metropolis,-1.39086489,2.51696859e-03,20
2107,Row-Update,mps,-1.39698497,1.52196495e-03,20
2107,Hybrid,mixture,-1.39716813,1.60037309e-03,20
2108,Metropolis,metropolis,-1.39085201,2.51645621e-03,20
2108,Row-Update,mps,-1.39698926,1.52060353e-03,20
2108,Hybrid,mixture,-1.39716249,1.60137467e-03,20
2109,Metropolis,metropolis,-1.39086410,2.51737153e-03,20
2109,Row-Update,mps,-1.39698284,1.52103943e-03,20
2109,Hybrid,mixture,-1.39717113,1.60194658e-03,20
2110,Metropolis,metropolis,-1.39086422,2.51496484e-03,20
2110,Row-Update,mps,-1.39698205,1.52308149e-03,20
2110,Hybrid,mixture,-1.39716660,1.59903057e-03,20
2111,Metropolis,metropolis,-1.39085588,2.51668014e-03,20
2111,Row-Update,mps,-1.39699090,1.52155094e-03,20
2111,Hybrid,mixture,-1.39715271,1.59925085e-03,20
2112,Metropolis,metropolis,-1.39085965,2.51686884e-03,20
2112,Row-Update,mps,-1.39697696,1.52306405e-03,20
2112,Hybrid,mixture,-1.39716071,1.60087080e-03,20
2113,Metropolis,metropolis,-1.39085921,2.51706495e-03,20
2113,Row-Update,mps,-1.39697667,1.52192323e-03,20
2113,Hybrid,mixture,-1.39715511,1.60057699e-03,20
2114,Metropolis,metropolis,-1.39086867,2.51481452e-03,20
2114,Row-Update,mps,-1.39698063,1.52168299e-03,20
2114,Hybrid,mixture,-1.39715986,1.60163873e-03,20
2115,Metropolis,metropolis,-1.39086681,2.51847452e-03,20
2115,Row-Update,mps,-1.39698665,1.52101747e-03,20
2115,Hybrid,mixture,-1.39715488,1.60267978e-03,20
2116,Metropolis,metropolis,-1.39085799,2.51647961e-03,20
2116,Row-Update,mps,-1.39698099,1.52130346e-03,20
2116,Hybrid,mixture,-1.39715555,1.60141480e-03,20
2117,Metropolis,metropolis,-1.39086108,2.51806507e-03,20
2117,Row-Update,mps,-1.39699348,1.52119085e-03,20
2117,Hybrid,mixture,-1.39716721,1.60154229e-03,20
2118,Metropolis,metropolis,-1.39086380,2.51554675e-03,20
2118,Row-Update,mps,-1.39697931,1.52275444e-03,20
2118,Hybrid,mixture,-1.39716760,1.60321046e-03,20
2119,Metropolis,metropolis,-1.39086587,2.51709954e-03,20
2119,Row-Update,mps,-1.39699987,1.52300699e-03,20
2119,Hybrid,mixture,-1.39715995,1.60207160e-03,20
2120,Metropolis,metropolis,-1.39086139,2.51725008e-03,20
2120,Row-Update,mps,-1.39698934,1.52321230e-03,20
2120,Hybrid,mixture,-1.39716333,1.60059837e-03,20
2121,Metropolis,metropolis,-1.39086549,2.51785939e-03,20
2121,Row-Update,mps,-1.39698818,1.52194643e-03,20
2121,Hybrid,mixture,-1.39716504,1.59988334e-03,20
2122,Metropolis,metropolis,-1.39085950,2.51817180e-03,20
2122,Row-Update,mps,-1.39697621,1.52220479e-03,20
2122,Hybrid,mixture,-1.39717075,1.60217723e-03,20
2123,Metropolis,metropolis,-1.39085749,2.51682175e-03,20
2123,Row-Update,mps,-1.39699187,1.52339754e-03,20
2123,Hybrid,mixture,-1.39716104,1.60181840e-03,20
2124,Metropolis,metropolis,-1.39085755,2.51690037e-03,20
2124,Row-Update,mps,-1.39699789,1.52412426e-03,20
2124,Hybrid,mixture,-1.39716426,1.60131515e-03,20
2125,Metropolis,metropolis,-1.39086017,2.51695135e-03,20
2125,Row-Update,mps,-1.39699331,1.52569925e-03,20
2125,Hybrid,mixture,-1.39716049,1.60230720e-03,20
2126,Metropolis,metropolis,-1.39085791,2.51763496e-03,20
2126,Row-Update,mps,-1.39698511,1.52495413e-03,20
2126,Hybrid,mixture,-1.39715921,1.59952893e-03,20
2127,Metropolis,metropolis,-1.39085927,2.51592709e-03,20
2127,Row-Update,mps,-1.39699599,1.52427269e-03,20
2127,Hybrid,mixture,-1.39716755,1.60012094e-03,20
2128,Metropolis,metropolis,-1.39086158,2.51723171e-03,20
2128,Row-Update,mps,-1.39699151,1.52205649e-03,20
2128,Hybrid,mixture,-1.39716623,1.60192180e-03,20
2129,Metropolis,metropolis,-1.39086735,2.51634528e-03,20
2129,Row-Update,mps,-1.39705489,1.51949158e-03,20
2129,Hybrid,mixture,-1.39716129,1.60065231e-03,20
2130,Metropolis,metropolis,-1.39085924,2.51650017e-03,20
2130,Row-Update,mps,-1.39699554,1.52439070e-03,20
2130,Hybrid,mixture,-1.39715037,1.60185214e-03,20
2131,Metropolis,metropolis,-1.39086676,2.51778072e-03,20
2131,Row-Update,mps,-1.39699731,1.52320470e-03,20
2131,Hybrid,mixture,-1.39716426,1.60102549e-03,20
2132,Metropolis,metropolis,-1.39085814,2.51722677e-03,20
2132,Row-Update,mps,-1.39699714,1.52339007e-03,20
2132,Hybrid,mixture,-1.39716249,1.60140609e-03,20
2133,Metropolis,metropolis,-1.39085971,2.51742807e-03,20
2133,Row-Update,mps,-1.39698926,1.52404883e-03,20
2133,Hybrid,mixture,-1.39716010,1.60285033e-03,20
2134,Metropolis,metropolis,-1.39085982,2.51855996e-03,20
2134,Row-Update,mps,-1.39699835,1.52253195e-03,20
2134,Hybrid,mixture,-1.39716044,1.59966992e-03,20
2135,Metropolis,metropolis,-1.39085716,2.51648902e-03,20
2135,Row-Update,mps,-1.39699905,1.52544449e-03,20
2135,Hybrid,mixture,-1.39715822,1.60301501e-03,20
2136,Metropolis,metropolis,-1.39086246,2.51614591e-03,20
2136,Row-Update,mps,-1.39699064,1.52208208e-03,20
2136,Hybrid,mixture,-1.39715429,1.60325457e-03,20
2137,Metropolis,metropolis,-1.39086296,2.51461792e-03,20
2137,Row-Update,mps,-1.39699799,1.52208354e-03,20
2137,Hybrid,mixture,-1.39715946,1.60427979e-03,20
2138,Metropolis,metropolis,-1.39085594,2.51794933e-03,20
2138,Row-Update,mps,-1.39701265,1.52693237e-03,20
2138,Hybrid,mixture,-1.39715963,1.60122099e-03,20
2139,Metropolis,metropolis,-1.39085596,2.51665996e-03,20
2139,Row-Update,mps,-1.39700700,1.52458025e-03,20
2139,Hybrid,mixture,-1.39716093,1.59952705e-03,20
2140,Metropolis,metropolis,-1.39085975,2.51668997e-03,20
2140,Row-Update,mps,-1.39700113,1.52202233e-03,20
2140,Hybrid,mixture,-1.39716176,1.60107989e-03,20
2141,Metropolis,metropolis,-1.39085697,2.51806535e-03,20
2141,Row-Update,mps,-1.39699695,1.52341267e-03,20
2141,Hybrid,mixture,-1.39715700,1.60047419e-03,20
2142,Metropolis,metropolis,-1.39086223,2.51554756e-03,20
2142,Row-Update,mps,-1.39699588,1.52290409e-03,20
2142,Hybrid,mixture,-1.39715943,1.60254199e-03,20
2143,Metropolis,metropolis,-1.39087319,2.51844165e-03,20
2143,Row-Update,mps,-1.39700797,1.52709657e-03,20
2143,Hybrid,mixture,-1.39715577,1.59992590e-03,20
2144,Metropolis,metropolis,-1.39086174,2.51655083e-03,20
2144,Row-Update,mps,-1.39700919,1.52406958e-03,20
2144,Hybrid,mixture,-1.39715519,1.60414022e-03,20
2145,Metropolis,metropolis,-1.39085856,2.51752331e-03,20
2145,Row-Update,mps,-1.39700960,1.52217157e-03,20
2145,Hybrid,mixture,-1.39716031,1.60212735e-03,20
2146,Metropolis,metropolis,-1.39087345,2.51820547e-03,20
2146,Row-Update,mps,-1.39700207,1.52131237e-03,20
2146,Hybrid,mixture,-1.39715197,1.60150915e-03,20
2147,Metropolis,metropolis,-1.39086721,2.51576257e-03,20
2147,Row-Update,mps,-1.39700714,1.52604415e-03,20
2147,Hybrid,mixture,-1.39716262,1.60232392e-03,20
2148,Metropolis,metropolis,-1.39086022,2.51841290e-03,20
2148,Row-Update,mps,-1.39700878,1.52265755e-03,20
2148,Hybrid,mixture,-1.39715494,1.60366670e-03,20
2149,Metropolis,metropolis,-1.39086006,2.51714312e-03,20
2149,Row-Update,mps,-1.39699985,1.52373131e-03,20
2149,Hybrid,mixture,-1.39715825,1.60130493e-03,20
2150,Metropolis,metropolis,-1.39085933,2.51587229e-03,20
2150,Row-Update,mps,-1.39700182,1.52649873e-03,20
2150,Hybrid,mixture,-1.39715480,1.60089742e-03,20
2151,Metropolis,metropolis,-1.39086494,2.51579190e-03,20
2151,Row-Update,mps,-1.39701000,1.52483429e-03,20
2151,Hybrid,mixture,-1.39716759,1.60067752e-03,20
2152,Metropolis,metropolis,-1.39086688,2.51580622e-03,20
2152,Row-Update,mps,-1.39699918,1.52382058e-03,20
2152,Hybrid,mixture,-1.39715420,1.59950517e-03,20
2153,Metropolis,metropolis,-1.39086505,2.51600272e-03,20
2153,Row-Update,mps,-1.39700528,1.52333615e-03,20
2153,Hybrid,mixture,-1.39716205,1.59995582e-03,20
2154,Metropolis,metropolis,-1.39085764,2.51696787e-03,20
2154,Row-Update,mps,-1.39701955,1.52339378e-03,20
2154,Hybrid,mixture,-1.39716374,1.60113122e-03,20
2155,Metropolis,metropolis,-1.39086133,2.51734060e-03,20
2155,Row-Update,mps,-1.39699659,1.52543505e-03,20
2155,Hybrid,mixture,-1.39716033,1.60069676e-03,20
2156,Metropolis,metropolis,-1.39086390,2.51605583e-03,20
2156,Row-Update,mps,-1.39700108,1.52386755e-03,20
2156,Hybrid,mixture,-1.39715693,1.60171884e-03,20
2157,Metropolis,metropolis,-1.39086347,2.51756169e-03,20
2157,Row-Update,mps,-1.39699695,1.52490366e-03,20
2157,Hybrid,mixture,-1.39715689,1.60330070e-03,20
2158,Metropolis,metropolis,-1.39085721,2.51712506e-03,20
2158,Row-Update,mps,-1.39700816,1.52587586e-03,20
2158,Hybrid,mixture,-1.39716465,1.60123110e-03,20
2159,Metropolis,metropolis,-1.39086610,2.51558114e-03,20
2159,Row-Update,mps,-1.39700389,1.52447189e-03,20
2159,Hybrid,mixture,-1.39715779,1.60217871e-03,20
2160,Metropolis,metropolis,-1.39086136,2.51672884e-03,20
2160,Row-Update,mps,-1.39700453,1.52317800e-03,20
2160,Hybrid,mixture,-1.39715483,1.60454903e-03,20
2161,Metropolis,metropolis,-1.39086229,2.51753989e-03,20
2161,Row-Update,mps,-1.39700374,1.52601957e-03,20
2161,Hybrid,mixture,-1.39716157,1.59909829e-03,20
2162,Metropolis,metropolis,-1.39085656,2.51613587e-03,20
2162,Row-Update,mps,-1.39700127,1.52439354e-03,20
2162,Hybrid,mixture,-1.39716544,1.60204761e-03,20
2163,Metropolis,metropolis,-1.39086176,2.51655971e-03,20
2163,Row-Update,mps,-1.39700751,1.52363029e-03,20
2163,Hybrid,mixture,-1.39716322,1.60249970e-03,20
2164,Metropolis,metropolis,-1.39086334,2.51699921e-03,20
2164,Row-Update,mps,-1.39698996,1.52413157e-03,20
2164,Hybrid,mixture,-1.39716237,1.59970845e-03,20
2165,Metropolis,metropolis,-1.39085695,2.51667246e-03,20
2165,Row-Update,mps,-1.39699827,1.52072035e-03,20
2165,Hybrid,mixture,-1.39717043,1.60404082e-03,20
2166,Metropolis,metropolis,-1.39086298,2.51602881e-03,20
2166,Row-Update,mps,-1.39700672,1.52409884e-03,20
2166,Hybrid,mixture,-1.39715857,1.60016575e-03,20
2167,Metropolis,metropolis,-1.39085683,2.51903040e-03,20
2167,Row-Update,mps,-1.39699127,1.52459523e-03,20
2167,Hybrid,mixture,-1.39717043,1.60204625e-03,20
2168,Metropolis,metropolis,-1.39085824,2.51736661e-03,20
2168,Row-Update,mps,-1.39700810,1.52219172e-03,20
2168,Hybrid,mixture,-1.39716238,1.60171669e-03,20
2169,Metropolis,metropolis,-1.39086505,2.51532989e-03,20
2169,Row-Update,mps,-1.39700517,1.52318312e-03,20
2169,Hybrid,mixture,-1.39715857,1.60214789e-03,20
2170,Metropolis,metropolis,-1.39086299,2.51729312e-03,20
2170,Row-Update,mps,-1.39701162,1.52419390e-03,20
2170,Hybrid,mixture,-1.39716014,1.60067711e-03,20
2171,Metropolis,metropolis,-1.39084852,2.51962568e-03,20
2171,Row-Update,mps,-1.39700289,1.52309225e-03,20
2171,Hybrid,mixture,-1.39716641,1.60035746e-03,20
2172,Metropolis,metropolis,-1.39085972,2.51745056e-03,20
2172,Row-Update,mps,-1.39699836,1.52276546e-03,20
2172,Hybrid,mixture,-1.39716390,1.59800699e-03,20
2173,Metropolis,metropolis,-1.39086369,2.51772151e-03,20
2173,Row-Update,mps,-1.39700476,1.52454790e-03,20
2173,Hybrid,mixture,-1.39715973,1.60089149e-03,20
2174,Metropolis,metropolis,-1.39086700,2.51623297e-03,20
2174,Row-Update,mps,-1.39700411,1.52244768e-03,20
2174,Hybrid,mixture,-1.39714820,1.60294907e-03,20
2175,Metropolis,metropolis,-1.39085324,2.51744045e-03,20
2175,Row-Update,mps,-1.39700563,1.52567636e-03,20
2175,Hybrid,mixture,-1.39716137,1.59968048e-03,20
2176,Metropolis,metropolis,-1.39086155,2.51778622e-03,20
2176,Row-Update,mps,-1.39701353,1.52479511e-03,20
2176,Hybrid,mixture,-1.39716854,1.60143727e-03,20
2177,Metropolis,metropolis,-1.39085847,2.51803059e-03,20
2177,Row-Update,mps,-1.39700130,1.52430095e-03,20
2177,Hybrid,mixture,-1.39716074,1.59921419e-03,20
2178,Metropolis,metropolis,-1.39085750,2.51828790e-03,20
2178,Row-Update,mps,-1.39701009,1.52444866e-03,20
2178,Hybrid,mixture,-1.39717299,1.60198260e-03,20
2179,Metropolis,metropolis,-1.39086613,2.51704533e-03,20
2179,Row-Update,mps,-1.39700391,1.52447185e-03,20
2179,Hybrid,mixture,-1.39716227,1.60171002e-03,20
2180,Metropolis,metropolis,-1.39085393,2.51689926e-03,20
2180,Row-Update,mps,-1.39701023,1.51893111e-03,20
2180,Hybrid,mixture,-1.39715673,1.60131631e-03,20
2181,Metropolis,metropolis,-1.39085380,2.51653601e-03,20
2181,Row-Update,mps,-1.39701894,1.52395156e-03,20
2181,Hybrid,mixture,-1.39714884,1.60222605e-03,20
2182,Metropolis,metropolis,-1.39086377,2.51781835e-03,20
2182,Row-Update,mps,-1.39700373,1.52601540e-03,20
2182,Hybrid,mixture,-1.39716756,1.60036006e-03,20
2183,Metropolis,metropolis,-1.39085750,2.51923546e-03,20
2183,Row-Update,mps,-1.39700961,1.52395963e-03,20
2183,Hybrid,mixture,-1.39715803,1.60286816e-03,20
2184,Metropolis,metropolis,-1.39086223,2.51691057e-03,20
2184,Row-Update,mps,-1.39700834,1.52384635e-03,20
2184,Hybrid,mixture,-1.39716335,1.60025472e-03,20
2185,Metropolis,metropolis,-1.39085783,2.51785272e-03,20
2185,Row-Update,mps,-1.39700110,1.52440109e-03,20
2185,Hybrid,mixture,-1.39716713,1.60141955e-03,20
2186,Metropolis,metropolis,-1.39085925,2.51599677e-03,20
2186,Row-Update,mps,-1.39700467,1.52653750e-03,20
2186,Hybrid,mixture,-1.39716297,1.60307410e-03,20
2187,Metropolis,metropolis,-1.39085478,2.51798739e-03,20
2187,Row-Update,mps,-1.39700616,1.52415014e-03,20
2187,Hybrid,mixture,-1.39716574,1.60213403e-03,20
2188,Metropolis,metropolis,-1.39085640,2.51651971e-03,20
2188,Row-Update,mps,-1.39703601,1.52212969e-03,20
2188,Hybrid,mixture,-1.39716402,1.60108898e-03,20
2189,Metropolis,metropolis,-1.39086661,2.51717881e-03,20
2189,Row-Update,mps,-1.39701576,1.52446848e-03,20
2189,Hybrid,mixture,-1.39715828,1.60109722e-03,20
2190,Metropolis,metropolis,-1.39086018,2.51812371e-03,20
2190,Row-Update,mps,-1.39701322,1.52523420e-03,20
2190,Hybrid,mixture,-1.39716010,1.59938802e-03,20
2191,Metropolis,metropolis,-1.39085633,2.51753545e-03,20
2191,Row-Update,mps,-1.39699890,1.52341129e-03,20
2191,Hybrid,mixture,-1.39715635,1.60130805e-03,20
2192,Metropolis,metropolis,-1.39086469,2.51793955e-03,20
2192,Row-Update,mps,-1.39700632,1.52602008e-03,20
2192,Hybrid,mixture,-1.39715579,1.60220361e-03,20
2193,Metropolis,metropolis,-1.39085841,2.51779511e-03,20
2193,Row-Update,mps,-1.39700132,1.52475834e-03,20
2193,Hybrid,mixture,-1.39716077,1.60115702e-03,20
2194,Metropolis,metropolis,-1.39086376,2.51566020e-03,20
2194,Row-Update,mps,-1.39701034,1.52508789e-03,20
2194,Hybrid,mixture,-1.39716656,1.60245019e-03,20
2195,Metropolis,metropolis,-1.39085300,2.51628598e-03,20
2195,Row-Update,mps,-1.39700579,1.52563251e-03,20
2195,Hybrid,mixture,-1.39715411,1.60475517e-03,20
2196,Metropolis,metropolis,-1.39086069,2.51797297e-03,20
2196,Row-Update,mps,-1.39700858,1.52510855e-03,20
2196,Hybrid,mixture,-1.39716011,1.60411484e-03,20
2197,Metropolis,metropolis,-1.39085010,2.51875766e-03,20
2197,Row-Update,mps,-1.39701162,1.52552159e-03,20
2197,Hybrid,mixture,-1.39716311,1.60231757e-03,20
2198,Metropolis,metropolis,-1.39085766,2.51678773e-03,20
2198,Row-Update,mps,-1.39700618,1.52482080e-03,20
2198,Hybrid,mixture,-1.39716664,1.59945603e-03,20
2199,Metropolis,metropolis,-1.39086500,2.51680023e-03,20
2199,Row-Update,mps,-1.39699476,1.52421962e-03,20
2199,Hybrid,mixture,-1.39715341,1.60185964e-03,20
2200,Metropolis,metropolis,-1.39085737,2.51723121e-03,20
2200,Row-Update,mps,-1.39700734,1.52414471e-03,20
2200,Hybrid,mixture,-1.39717289,1.60075781e-03,20
2201,Metropolis,metropolis,-1.39085713,2.51761979e-03,20
2201,Row-Update,mps,-1.39700731,1.52533513e-03,20
2201,Hybrid,mixture,-1.39716094,1.60307025e-03,20
2202,Metropolis,metropolis,-1.39086431,2.51694247e-03,20
2202,Row-Update,mps,-1.39701006,1.52434966e-03,20
2202,Hybrid,mixture,-1.39716970,1.60101847e-03,20
2203,Metropolis,metropolis,-1.39086547,2.51577079e-03,20
2203,Row-Update,mps,-1.39701465,1.52649339e-03,20
2203,Hybrid,mixture,-1.39715879,1.60118109e-03,20
2204,Metropolis,metropolis,-1.39085587,2.51609582e-03,20
2204,Row-Update,mps,-1.39701087,1.52516029e-03,20
2204,Hybrid,mixture,-1.39716296,1.60304513e-03,20
2205,Metropolis,metropolis,-1.39085734,2.51688417e-03,20
2205,Row-Update,mps,-1.39699926,1.52605081e-03,20
2205,Hybrid,mixture,-1.39716393,1.60073050e-03,20
2206,Metropolis,metropolis,-1.39086380,2.51555497e-03,20
2206,Row-Update,mps,-1.39699980,1.52822202e-03,20
2206,Hybrid,mixture,-1.39715973,1.60266433e-03,20
2207,Metropolis,metropolis,-1.39085560,2.51687811e-03,20
2207,Row-Update,mps,-1.39699807,1.52662451e-03,20
2207,Hybrid,mixture,-1.39716048,1.60055733e-03,20
2208,Metropolis,metropolis,-1.39085427,2.51789355e-03,20
2208,Row-Update,mps,-1.39701488,1.52556139e-03,20
2208,Hybrid,mixture,-1.39716934,1.60235855e-03,20
2209,Metropolis,metropolis,-1.39085793,2.51695874e-03,20
2209,Row-Update,mps,-1.39701417,1.52477116e-03,20
2209,Hybrid,mixture,-1.39716401,1.60127327e-03,20
2210,Metropolis,metropolis,-1.39086553,2.51756164e-03,20
2210,Row-Update,mps,-1.39700911,1.52573517e-03,20
2210,Hybrid,mixture,-1.39716234,1.60044507e-03,20
2211,Metropolis,metropolis,-1.39087147,2.51525528e-03,20
2211,Row-Update,mps,-1.39700801,1.52598049e-03,20
2211,Hybrid,mixture,-1.39716616,1.60125597e-03,20
2212,Metropolis,metropolis,-1.39086537,2.51612122e-03,20
2212,Row-Update,mps,-1.39701044,1.52488901e-03,20
2212,Hybrid,mixture,-1.39716164,1.60174958e-03,20
2213,Metropolis,metropolis,-1.39086565,2.51744773e-03,20
2213,Row-Update,mps,-1.39702257,1.52370349e-03,20
2213,Hybrid,mixture,-1.39715925,1.60079667e-03,20
2214,Metropolis,metropolis,-1.39085126,2.51783133e-03,20
2214,Row-Update,mps,-1.39700501,1.52355550e-03,20
2214,Hybrid,mixture,-1.39716082,1.59967198e-03,20
2215,Metropolis,metropolis,-1.39086157,2.51690688e-03,20
2215,Row-Update,mps,-1.39700858,1.52453241e-03,20
2215,Hybrid,mixture,-1.39715930,1.60222988e-03,20
2216,Metropolis,metropolis,-1.39087060,2.51632087e-03,20
2216,Row-Update,mps,-1.39701223,1.52655553e-03,20
2216,Hybrid,mixture,-1.39714298,1.59781604e-03,20
2217,Metropolis,metropolis,-1.39086014,2.51773990e-03,20
2217,Row-Update,mps,-1.39700823,1.52488884e-03,20
2217,Hybrid,mixture,-1.39716741,1.60122280e-03,20
2218,Metropolis,metropolis,-1.39086783,2.51944037e-03,20
2218,Row-Update,mps,-1.39701255,1.52338325e-03,20
2218,Hybrid,mixture,-1.39716289,1.60184419e-03,20
2219,Metropolis,metropolis,-1.39086852,2.51642762e-03,20
2219,Row-Update,mps,-1.39700038,1.52304296e-03,20
2219,Hybrid,mixture,-1.39715800,1.60274121e-03,20
2220,Metropolis,metropolis,-1.39086408,2.51901544e-03,20
2220,Row-Update,mps,-1.39701087,1.52455047e-03,20
2220,Hybrid,mixture,-1.39716016,1.60075629e-03,20
2221,Metropolis,metropolis,-1.39086626,2.51794308e-03,20
2221,Row-Update,mps,-1.39700997,1.52263618e-03,20
2221,Hybrid,mixture,-1.39716273,1.60189353e-03,20
2222,Metropolis,metropolis,-1.39085677,2.51623383e-03,20
2222,Row-Update,mps,-1.39700677,1.52512155e-03,20
2222,Hybrid,mixture,-1.39714908,1.60234097e-03,20
2223,Metropolis,metropolis,-1.39086389,2.51436019e-03,20
2223,Row-Update,mps,-1.39701607,1.52308375e-03,20
2223,Hybrid,mixture,-1.39716652,1.60032597e-03,20
2224,Metropolis,metropolis,-1.39085847,2.51616177e-03,20
2224,Row-Update,mps,-1.39699625,1.52671533e-03,20
2224,Hybrid,mixture,-1.39715839,1.60107892e-03,20
2225,Metropolis,metropolis,-1.39085918,2.51707126e-03,20
2225,Row-Update,mps,-1.39700694,1.52589565e-03,20
2225,Hybrid,mixture,-1.39716030,1.60047613e-03,20
2226,Metropolis,metropolis,-1.39085705,2.51786590e-03,20
2226,Row-Update,mps,-1.39700959,1.52490218e-03,20
2226,Hybrid,mixture,-1.39715127,1.60122351e-03,20
2227,Metropolis,metropolis,-1.39086163,2.51554486e-03,20
2227,Row-Update,mps,-1.39700359,1.52880519e-03,20
2227,Hybrid,mixture,-1.39718261,1.60544788e-03,20
2228,Metropolis,metropolis,-1.39087200,2.51860844e-03,20
2228,Row-Update,mps,-1.39700493,1.52446052e-03,20
2228,Hybrid,mixture,-1.39714932,1.60112538e-03,20
2229,Metropolis,metropolis,-1.39086075,2.51759372e-03,20
2229,Row-Update,mps,-1.39701263,1.52371134e-03,20
2229,Hybrid,mixture,-1.39715800,1.60196574e-03,20
2230,Metropolis,metropolis,-1.39086027,2.51728767e-03,20
2230,Row-Update,mps,-1.39700978,1.52547085e-03,20
2230,Hybrid,mixture,-1.39716421,1.60132410e-03,20
2231,Metropolis,metropolis,-1.39085120,2.51707222e-03,20
2231,Row-Update,mps,-1.39702485,1.52822298e-03,20
2231,Hybrid,mixture,-1.39716656,1.60369554e-03,20
2232,Metropolis,metropolis,-1.39086589,2.51667238e-03,20
2232,Row-Update,mps,-1.39702250,1.52508953e-03,20
2232,Hybrid,mixture,-1.39716152,1.60128178e-03,20
2233,Metropolis,metropolis,-1.39086346,2.51598896e-03,20
2233,Row-Update,mps,-1.39701234,1.52542584e-03,20
2233,Hybrid,mixture,-1.39715707,1.60182925e-03,20
